initiales,festival,style_festival,date,horaire,lieu,ville,prix,genre,spectacle1,artiste1,style1,spectacle2,artiste2,style2,spectacle3,artiste3,style3,spectacle4,artiste4,style4,lien1,lien2,lien3,lien4
zz,,,Samedi 9,20h,Boire du bon,Saint-Pavace,15 €,c,,luis ferreira,bossa nova,,,,,,,,,,,,,
jlb,Temps fort du tango 2024 / Superforma,,Samedi 9,20h30,Les Saulnières ,,11 à 16€,c,,Les barjos du tangos,milonga tango,,,,,,,,,,,,,
jlb,,,Vendredi 1,20h30,Bistro Broc Café,changé,inc,c,,trio vannier,Chanson Française,,,,,,,,,,,,,
CE,,,Vendredi 1,20h30,Blue Zinc,,au chapeau,c,,ACCELERANDO,jazz,,,,,,,,,,,,,
tu,,,Vendredi 1,20h30,Brasserie Septante Deux,,prix libre,c,,Antenn.e,art punk/lyon,,Suspenchuuut ,collectif Rock/El Manos,,,,,,,,,,
jlb,Festimioches / Superforma,,Vendredi 1,20h,L’Alambik MJC Ronceray,,4 à 6€,sv,La juke box boum,Collectif Makane,Boum artistique dès 6 ans,,,,,,,,,,,,,
jlb,,,Vendredi 15,20h30,Bistro Broc Café,Changé,inc,c,,Jazz and Co,Jazz,,,,,,,,,,,,,
ce,T'as break ça Chacal,,Vendredi 15,21h,Blue Zinc,,au chapeau,c,,ENSIM Gang + Bunzen b2b Nomisluap + Jean Jarno,"uk garage, uk bass, breakbeat",,,,,,,,,,,,,
bl,,,Vendredi 15,20h30,Espace Scélia,Sargé-lès-le-Mans,8/11€,c,,Vertumne,mus.,,,,,,,,,,,,,
ce,,,Vendredi 15,19h30,l'Olivier,,conso,c,,Paul & Friends,folk/pop/rock,,,,,,,,,,,,,
ce,Happy St Patrick day,,Vendredi 15,19h30,Le Local a Bières,,au chapeau,c,,,Danses latines,,,,,,,,,,,,,
pl,Indé*Rama #3 / Superforma,,Vendredi 15,20h30,Salle Jean Carmet,Allonnes,10€ à 17€,c,,Ellah A.Thaun,power pop,,Dame Area,electro kraut indus,,En attendant Ana,electro pop,,,,,,,
jlb,,,Vendredi 22,20h30,Bistro Broc Café,Changé,inc,c,,Estel Transon,musique,,,,,,,,,,,,,
ce,,,Vendredi 22,20h30,Blue Zinc,,au chapeau,c,,La Douille + Storm in space,rock,,,,,,,,,,,,,
jlb,Superforma,,Vendredi 22,20h30,Oasis,,43 €,c,,Ken'V,pop,,,,,,,,,,,,,
jlb,,,Vendredi 29,20h30,Bistro Broc Café,Changé,au chapeau,c,,David Bonneville ,musique,,,,,,,,,,,,,
ce,,,Vendredi 29,20h30,Blue Zinc,,au chapeau,c,,Blurry shapes,rock/métal,,,,,,,,,,,,,
zz,,,Vendredi 29,19h à 23h,L'Ilocot,Saint-Georges-du-Bois,0 €,c,,jam session avec Brice,,,,,,,,,,,,,,
jlb,Superforma,,Vendredi 29,20h30,Oasis,,21 à 26€,c,,ÉLECTRO DELUXE,big band pop funk,,HYPER JACUZZI,electro funk,,,,,,,,,,
pl,Indé*Rama #3 / Superforma,,Vendredi 29,20h30,Salle Jean Carmet,Allonnes,18€ à 25€,c,,Maëlle,Chanson Folk,,,,,,,,,,,,,
jlb,,,Vendredi 8,20h30,Bistro Broc Café,Changé,inc,c,,Louis,musique,,,,,,,,,,,,,
ce,,,Vendredi 8,20h30,Blue Zinc,,au chapeau,c,,Hunterz,rap  ,,,,,,,,,,,,,
jlb,,,Vendredi 8,21h,Complexe culturel Atlantis,Saint-Cosme-en-Vairais,tnc,sv,Concert de printemps ,Musique de st Vincent des Prés,,,,,,,,,,,,,,
ce,,,Vendredi 15,20h,Centre Culturel Athéna,La Ferté-Bernard,8 à 17€,sv,Nos courses folles,Les Fouteurs de joie,hum.musical,,,,,,,,,,,,,
jlb,,,Dimanche 10,17h,Le Rabelais,Changé,7 à 11€,sv,Avec un grand F,cie les gamettes,théâtre,,,,,,,,,,,,,
jlb,,,Dimanche 10,14h,,Saint-Cosme-en-Vairais,,sv,carnaval,,,,,,,,,,,,,,,
jlb,,,Dimanche 17,17h,Théâtre du Passeur,,8 à 10€,sv,Zoom,,comédie sociale,,,,,,,,,,,,,
jlb,,,Dimanche 24,15h,L’Alambik MJC Ronceray,,au chapeau,sv,Tournoi d'inmprovisation théatral,,,,,,,,,,,,,,,
jlb,,,Dimanche 24,16h,Le Français,,10 à 18€,sv,"Je n'aime pas rire, ça me rappelle le boulot",Albert Meslay,Théâtre humour,,,,,,,,,,,,,
zz,,,Dimanche 24,14h30,Salle Polyvalente,Brette-les-Pins,6 à10€,sv,filles au pair,groupe théâtral du Bailleul,,,,,,,,,,,,,,
jlb,,,Dimanche 24,17h,Théâtre du Passeur,,5 €,sv,Rendez-vous conte,les mille et une nuit,Imène Sebaha,,,,,,,,,,,,,
zz,"Festival ""Au pays du môme""",,Dimanche 31,17h,Le Val’Rhonne,Moncé-en-Belin,4 à 6€,sv,Merveille(s),Cie Un château en Espagne,théâtre d'objets et d'émotions,,,,,,,,,,,,,
ce,,,Jeudi 14,20h30,Blue Zinc,,au chapeau,sv,Le set comedy,,humour  ,,,,,,,,,,,,,
bl,,,Jeudi 14,20h30,Salle Coppélia,La Flèche,7 à 15€,sv,L'Inizio,Cie Chriki'z,danse,,,,,,,,,,,,,
ce,,,Jeudi 21,20h,Centre Culturel Athéna,La Ferté-Bernard,8 à 17€,sv,Je ne cours pas je vole !,nc,,,,,,,,,,,,,,
ce,,,Jeudi 21,20h30,Eve scène universitaire,,4 à 10€,sv,Des femmes respectables,Cie Carna,danse,,,,,,,,,,,,,
zz,,,Jeudi 21,16h & 20h,L’Éolienne,Arnage,15 €,sv,Suzanne,,théâtre,,,,,,,,,,,,,
bl,,,Jeudi 28,20h30,Salle Coppélia,La Flèche,7 à 15€,sv,Scènes de la vie conjugale,Les surfaces de réparations,théâtre au casque audio,,,,,,,,,,,,,
ce,,,Mardi 12,20h,Blue Zinc,,au chapeau,sv,,Labo du set,humour (rodages),,,,,,,,,,,,,
jlb,,,Mardi 12,17h30,Salle Jean Carmet,Allonnes,"2,5 à 6€",sv,Le complexe du Pinguoin,Cie le mouton carré,Théâtre d'objets,,,,,,,,,,,,,
ce,,,Mardi 19,20h30,Blue Zinc,,au chapeau,sv,,Labo du set,humour (rodages),,,,,,,,,,,,,
jlb,,,Mardi 19,20h30,Espace Henri Salvador,Coulaines,sur réservation,sv,Quand je serai un homme,Compagnie caravane,théâtre,,,,,,,,,,,,,
jlb,,,Mardi 19,20h30,La Castélorienne,Montval-sur-Loir,10à 22€,sv,Abécédaire de la Séduction,La Martingale,Stand up,,,,,,,,,,,,,
ce,,,Mardi 26,20h30,Blue Zinc,,au chapeau,sv,,Labo du set,humour (rodages),,,,,,,,,,,,,
ce,,,Mardi 26,20h30,Eve scène universitaire,,4 à 10€,sv,Parpaing,114 Cie,th.,,,,,,,,,,,,,
bl,,,Mardi 26,20h30,L'Entracte,Sablé-sur-Sarthe,10 à 20€,sv,Tout ça pour l'amour,Edwige Baily & Julien Poncet,théâtre,,,,,,,,,,,,,
ce,,,Mardi 5,20h ,Blue Zinc,,au chapeau,sv,Labo du set,,humour (rodages),,,,,,,,,,,,,
ce,Carrémans swing,,Mercredi 13,19h,Blue Zinc,,au chapeau,sv,,,danses,,,,,,,,,,,,,
,"Festival ""Au pays du môme""",,Mercredi 13,15h30,Salle G. Brassens,Yvré-l'Évêque,4 à 6€,sv,avec un grand F,Cie les Gamettes,théatre,,,,,,,,,,,,,
jlb,,,Mercredi 27,19h,Ehpad La reposance,,5 à 12€,sv,La vieille croute,Cie Defracto,,,,,,,,,,,,,,
bl,"Festival ""Au pays du môme""",,Mercredi 27,10h30,Espace culturel L'Orée du Bois,La Chapelle-Saint-Aubin,4 / 6€,sv,Merveille(s),Cie Un château en Espagne,théâtre d'objets et d'émotions,,,,,,,,,,,,,
,"Festival ""Au pays du môme""",,Mercredi 27,15h30,Salle G. Brassens,Yvré-l'Évêque,4 à 6€,sv,Zip Zap,Cie Ernesto Barytoni,voyage musical,,,,,,,,,,,,,
jlb,,,Samedi 16,18h30,Cirque Mimulus,Fresnay-sur-Sarthe,5 à 8€,sv,Odessa,Cie Yolda,Théâtre d'ombre,,,,,,,,,,,,,
jlb,,,Samedi 16,21h,Comédie Le Mans,,25 €,sv,Grandira plus tard,Edouard Deloignon,one man show,,,,,,,,,,,,,
jlb,,,Samedi 16,10h à 18h,Espace Le Narais,Saint-Mars-la-Brière,0 à 8€,sv,Journée Japan Zone,,,,,,,,,,,,,,,
jlb,Maskiri 3,,Samedi 16,9h30,Espace Scélia,Sargé-lès-le-Mans,gratuit,sv,carnaval,,,,,,,,,,,,,,,
jlb,,,Samedi 16,18h30,Théâtre du Passeur,,8 à 10€,sv,Zoom,,comédie sociale,,,,,,,,,,,,,
jlb,,,Samedi 2,21h,Comédie Le Mans,,28 €,sv,Tellement,Lisa Perrio,One Woman Show,,,,,,,,,,,,,
jlb,,,Samedi 2,20h,La citadelle des Anges,Teloché,Diner spectacle 56€,sv,Spectacle la terre,,,,,,,,,,,,,,,
jlb,,,Samedi 23,21h,Comédie Le Mans,,22 €,sv,Hypnose,Giorda Hypn'ose,Hypnose,,,,,,,,,,,,,
bl,,,Samedi 23,10h30,L'Entracte,Sablé-sur-Sarthe,5 à 8€,sv,Karl,Cie Betty BoiBrut',théâtre d'objets,,,,,,,,,,,,,
jlb,,,Samedi 23,20h30,Le Français,,10 à 18€,sv,"Je n'aime pas rire, ça me rappelle le boulot",Albert Meslay,Théâtre humour,,,,,,,,,,,,,
jlb,,,Samedi 23,18h30,Théâtre du Passeur,,5 €,sv,Rendez-vous conte,les mille et une nuit,Imène Sebaha,,,,,,,,,,,,,
jlb,,,Samedi 30,21h,Comédie Le Mans,,28 €,sv,Les egoistes Anonymes,karine Dubernet & Pascal Rocher,sketchs,,,,,,,,,,,,,
,"Festival ""Au pays du môme""",,Samedi 30,16h30,Salle G. Brassens,Yvré-l'Évêque,4 à 6€,sv,merveilles,Cie Un château en Espagne,théâtre d'objets et d'émotions,,,,,,,,,,,,,
jlb,,,Samedi 9,10h,bibliothèque,La Flèche, ,sv,projet conte,Imène Sebaha,,,,,,,,,,,,,,
jlb,,,Samedi 9,21h,Comédie Le Mans,,complet,sv,Rôde,Tanguy Pastureau,one man show,,,,,,,,,,,,,
jlb,,,Samedi 9,14h,,Bonnétable,,sv,carnaval,,,,,,,,,,,,,,,
jlb,"Une soirée, 2 rendez-vous",sorties de résidence,Vendredi 1,18h30,chapiteau promenade Newton,,0 €,sv,,Cie le doux supplice,acobatie,,Cie WoW,cirque multidisciplinaire,,,,,,,,,,
jlb,,,Vendredi 1,21h,Comédie Le Mans,,25 €,sv,Hors classe,Bénédicte Bousquet,One Woman Show,,,,,,,,,,,,,
jlb,,,Vendredi 1,20h,La citadelle des Anges,Teloché,Diner spectacle 56€,sv,Spectacle la terre,,,,,,,,,,,,,,,
jlb,,,Vendredi 1,21h,La Piraterie,,au chapeau,sv,Mutinerie,Tictac impro,,,,,,,,,,,,,,
jlb,,,Vendredi 1,20h30,théâtre de Mamers,Mamers,7 à 10€,sv,La longue Marche,La troupe du mêle-sur-sarthe,Théâtre,,,,,,,,,,,,,
jlb,,,Vendredi 15,18h30,chapiteau promenade Newton,,0 €,sv,sortie de résidence au Plongeoir,Cie Rhizome Chloe Moglia,,,,,,,,,,,,,,
jlb,,,Vendredi 15,20h,chapiteau promenade Newton,,0 €,sv,sortie de résidence au Plongeoir,cirque Baraka,,,,,,,,,,,,,,
jlb,,,Vendredi 15,21h,Comédie Le Mans,,28 €,sv,Showbiz,Titoff,Stand up,,,,,,,,,,,,,
bl,,,Vendredi 15,20h30,L’Entracte,Sablé-sur-Sarthe,9 à 16€,sv,Climax,Cie Zygomatic,humour  ,,,,,,,,,,,,,
zz,Semaine d’éducation contre les discriminations,,Vendredi 15,20h30,L’Éolienne,Arnage,7 à 14€,sv,On ne parle pas avec des moufles,,humour,,,,,,,,,,,,,
jlb,,,Vendredi 15,20h30,Théâtre de la Bertoche,,10 €,sv,Le garçon à la valise,les compagnons de la bertoche,,,,,,,,,,,,,,
jlb,,,Vendredi 22,18h30,chapiteau promenade Newton,,0 €,sv,sortie de résidence au Plongeoir,Cie EquiNote,,,,,,,,,,,,,,
jlb,,,Vendredi 22,21h,Comédie Le Mans,,25 €,sv,Et dieu créa..la voix,Philippe Roche,Humour musical,,,,,,,,,,,,,
jlb,,,Vendredi 22,20h30,Le Français,,10 à 18€,sv,"Je n'aime pas rire, ça me rappelle le boulot",Albert Meslay,Théâtre humour,,,,,,,,,,,,,
bl,,,Vendredi 22,20h30,Salle Coppélia,La Flèche,7 à 20€,sv,Alexis Le Rossignol,,humour  ,,,,,,,,,,,,,
jlb,,,Vendredi 29,21h,Comédie Le Mans,,28 €,sv,Les égoistes Anonymes,Karine Dubernet & Pascal Rocher,Sketchs,,,,,,,,,,,,,
jlb,,,Vendredi 29,14h30,Espace Saugonna,Mamers,tnc,sv,Spectacle d'Arménie,,,,,,,,,,,,,,,
jlb,,,Vendredi 29,18h,L’Alambik MJC Ronceray,,4 à 6€,sv,Merveille(s),Cie Un château en Espagne,théâtre d'objets et d'émotions,,,,,,,,,,,,,
zz,,,Vendredi 29,20h30,L’Éolienne,Arnage,10 à 20€,sv,Quand je serai grand je serai Patrick Swayze,,humour,,,,,,,,,,,,,
jlb,,,Vendredi 29,20h30,La Castélorienne,Montval-sur-Loir,7 à 14€,sv,Infinté,,Danse,,,,,,,,,,,,,
jlb,,,Vendredi 29,20h30,Salle Atlantis,Saint-Cosme-en-Vairais,17€ sur réservation,sv,Soirée Cabaret,Oh my Dolls,,,,,,,,,,,,,,
jlb,,,Vendredi 8,21h,Comédie Le Mans,,complet,sv,Rôde,Tanguy Pastureau,Dédicace à la librairie Doucet le 9 mars à 16h! ,,,,,,,,,,,,,
tu,,,Vendredi 1,20h30,Brasserie Septante Deux,,prix libre,c,,Antenn.e,art punk/lyon,,Suspenchuuut ,collectif Rock/El Manos,,,,,,,,,,
tu,Orga Cortex,,Vendredi 8,21h,Brasserie Septante Deux,,prix libre,c,,Bärlin,rock/lille,,,,,,,,,,,,,
tu,,,Jeudi 14,21h,Brasserie Septante Deux,,prix libre,c,,Siz ,Grunge Shoegaze / Bordeaux,,,,,,,,,,,,,
tu,,,Mercredi 20,20h30,Brasserie Septante Deux,,prix libre,sv,Tic Tac catch #3,Tic Tac Impro,théâtre d'impro,,,,,,,,,,,,,
tu,,,Jeudi 21,21h,Brasserie Septante Deux,,prix libre,c,,Leni,pop arty/tours,,,,,,,,,,,,,
tu,,,Mercredi 27,21h,Brasserie Septante Deux,,prix libre,sv,,QC comedy Club ,stand up,,,,,,,,,,,,,
tu,Garage5,,Jeudi 28,21h45,Brasserie Septante Deux,,prix libre,c,,Otto Von schirach,Booty Bass/Miami,,Hasanga,trap wtf to neurofunk,,,,,,,,,,
tu,Garage5,,Mardi 5,21h,Le Lézard,,prix libre,c,,Napalm Jazz ,trio bruitiste,,,,,,,,,,,,,
tu,Garage5,,Samedi 30,21h,Le Lézard,,prix libre,c,,Choolers Division,electro hip hop,,,,,,,,,,,,,
tu,Moth Frequency ,,Jeudi 14,20h30,Le Lézard,,prix libre,c,,Aidan Baker,solo drone expé/Berlin,,Khateÿm ,duo desert-goth/Bruxelles/Le Mans,,,,,,,,,,
tu,Indé*Rama #3 / Superforma,,Samedi 16,16h,Brasserie Septante Deux,,prix libre,sv,"Le rock, un des solvants qui a désagrégé l’URSS",Joël Bastenaire,conf.,,,,,,,,,,,,,
tu,Indé*Rama #3 / Superforma,,Mercredi 13,20h,Les Cinéastes,,5 à 9€,sv,Leto,Kirill Serebrenniko,ciné rock,,,,,,,,,,,,,
tu,,,Jeudi 28,20h,Centre Culturel Athéna,La Ferté-Bernard,15 à 20€,sv,Concert hommage à Elvis Presley,Jean-Pierre Derouard,rock,,Contact,duo rock,,,,,,,,,,
tu,,,Jeudi 7,18h,Les 3 brasseurs,,0 €,c,,Sibé Fadjo,afro blues acoustique,,,,,,,,,,,,,
tu,Semaine d’éducation contre les discriminations,,Dimanche 10,17h,Le Rabelais,Changé,7 à 11€,sv,Avec un grand F,cie les gamettes,théâtre,,,,,,,,,,,,,
tu,Semaine d’éducation contre les discriminations,,Mardi 26,18h,Centre Social des Quartiers Sud,,0 €,sv,Le racisme en question,,création théâtrale,,,,,,,,,,,,,
tu,,,Vendredi 1,21h,Le Barouf,,0€,c,,sala bestia,trio indie noise/paris,,,,,,,,,,,,,
tu,"Vernissage expo ""Géométries"" du Local Art Factory",,Jeudi 7,18h30,Le Barouf,,0€,c,,DJ’s SOCIAL CLUB,dj mix,,,,,,,,,,,,,
tu,Release Party,,Vendredi 8,21h,Le Barouf,,0€,c,,Run Ronie Run,power trio rock,,,,,,,,,,,,,
tu,Release Party,,Samedi 9,21h,Le Barouf,,0€,c,,Drache,rap fûté,,ZOËN,hip-hop breakbeat,,dj sets + Guests,,,,,,,,
tu,Orga Cortex,,Jeudi 14,21h,Le Barouf,,0€,c,,HOLY POPES,post punk/Bristol UK,,,,,,,,,,,,,
tu,,,Vendredi 15,21h,Le Barouf,,0€,c,,PRAKTIKA,live & dj set afro house techno mandingue,,,,,,,,,,,,,
tu,,,Vendredi 1,21h,Chez Marcelle,,0€,c,,Mister Bee,house funk,,,,,,,,,,,,,
tu,,,Samedi 2,21h,Chez Marcelle,,0€,c,,badknife,cosmic and dark disco,,,,,,,,,,,,,
tu,,,Vendredi 15,21h,Chez Marcelle,,0€,c,,kevber,indie dance,,,,,,,,,,,,,
tu,,,Vendredi 22,21h,Chez Marcelle,,0€,c,,phsm,disco funk tech house,,,,,,,,,,,,,
tu,,,Samedi 23,21h,Chez Marcelle,,0€,c,,glasing,house to techno,,,,,,,,,,,,,
tu,,,Vendredi 29,20h30,La Sandwicherie,,prix libre,c,,Sylla,concert poétique,,,,,,,,,,,,,
tu,,,Vendredi 15,20h,Le Lapin Blanc,,0€,c,,Syl & Manew,duo blues harmonica guitare,,,,,,,,,,,,,
tu,,,Vendredi 29,20h,Le Lapin Blanc,,0€,c,,Eli' Jazz,jazz swing,,,Jam Session,,,,,,,,,,
tu,,,Vendredi 15,19h,Mulligan’s,,au chapeau,c,,bout de rame,musique irlandaise,,,,,,,,,,,,,
tu,,,Samedi 16,19h,Les 3 mousses,Maquère,au chapeau,c,,bout de rame,musique irlandaise,,,,,,,,,,,,,
tu,,,Vendredi 22,19h,Chopes et Compagnie,,au chapeau,c,,bout de rame,musique irlandaise,,,,,,,,,,,,,
tu,Vide dressing,,Dimanche 10,16h,Le Pilier Rouge,,au chapeau,c,,Djette MauDJo,dj set,,,,,,,,,,,,,
tu,Pianodays / Pianoctambule,,Vendredi 29,19h30,Le Pilier Rouge,,0€,c,,Lorenzo tarade & friends,piano jazz & piano-vélo ,,,,,,,,,,,,,
tu,Pianodays / Pianoctambule,,Vendredi 29,20h45,Le Barouf,,0€,c,,Lorenzo tarade & friends,piano jazz & piano-vélo ,,,,,,,,,,,,,
tu,Pianodays / Pianoctambule,,Vendredi 29,22h,Brasserie Septante Deux,,0€,c,,Lorenzo tarade & friends,piano jazz & piano-vélo ,,,,,,,,,,,,,
tu,Pianodays / Pianoctambule,,Samedi 30,15h,Théâtre Paul Scarron,,5 à 10€,sv,3 siècles de femmes compositrices,Domitille Bes,piano,,,,,,,,,,,,,
tu,Pianodays / Pianoctambule,,Samedi 30,17h,Théâtre Paul Scarron,,5 à 10€,sv,"A la découverte d'Alice GUY, 1ère femme réalisatrice",Gwendal Giguelay,Ciné-BD-concert,,,,,,,,,,,,,
tu,Pianodays / Pianoctambule,,Samedi 30,20h30,Théâtre Paul Scarron,,9 à 15€,sv,"Soirée ""Concertos pour Piano""","Guillaume Fournier, Nicolas Pays & Ensemble Helianthe",,,,,,,,,,,,,,
tu,Superforma,,Samedi 30,20h,Les Saulnières ,,0€,c,,Tubafest – Andy Emler,création pour Tuba,,,,,,,,,,,,,
tu,,,Jeudi 7,21h,La Chicane,,0€,c,,Soulsnam & Kader,soul rock,,,,,,,,,,,,,
tu,,,Jeudi 21,19h,La Chicane,,0€,c,,Chiara Viola & Olivier Leveau,duo jazz,,,,,,,,,,,,,
tu,,,Dimanche 24,17h,Chapelle de l’Oratoire,,15 à 20€,sv,De Vienne à Buenos Aires,Orchestre des Concerts du Mans,mus. Classique,,,,,,,,,,,,,
tu,,,Jeudi 21,21h,Le Barouf,,0€,c,,foncedalle,trio Kraut modular wave,,,,,,,,,,,,,
tu,,,Samedi 23,22h,Le Comptoir,,0€,c,,duc de berne,livre hybride techno,,,,,,,,,,,,,
tu,,,Vendredi 15,19h30,L’Olivier,,au chapeau,c,,Paul & Friends ,"folk, pop, rock",,,,,,,,,,,,,
tu,,,Mercredi 13,20h30,Théâtre de l’Écluse,,10€ résa pmo072ecluse@gmail.com,sv,Macbeth,théâtre des Basses oeuvres,"th,",,,,,,,,,,,,,
tu,,,Jeudi 14,20h30,Théâtre de l’Écluse,,10€ résa pmo072ecluse@gmail.com,sv,Macbeth,théâtre des Basses oeuvres,"th,",,,,,,,,,,,,,
tu,,,Vendredi 15,20h30,Théâtre de l’Écluse,,10€ résa pmo072ecluse@gmail.com,sv,Macbeth,théâtre des Basses oeuvres,"th,",,,,,,,,,,,,,
