initiales,festival,style_festival,date,horaire,lieu,ville,prix,genre,spectacle1,artiste1,style1,spectacle2,artiste2,style2,spectacle3,artiste3,style3,spectacle4,artiste4,style4,lien1,lien2,lien3,lien4
tu,,,Samedi 15,19h,Le verre tige,,0 €,c,,Olive Zetoun & Bonôme Tetard,ch. fr.,,,,,,,,,,,,,
tu,,,Samedi 22,20h,Le Lapin Blanc,,0 €,c,,Paul,rock cover,,,,,,,,,,,,,
at,Festival A tout bout d'champ,,Samedi 22,17h,,Chantenay-Villedieu,"1j 18€, 2j 30€",c,,47 TER,pop,,Taïro,reggae,,Jabberwocky,pop,,colours in the street,pop,Feuille (electro hip hop),https://www.festivalatoutboutdchamp.com/,,
zz,,,Samedi 8,20h,Boire du bon,,10 €,c,,Philippe  Duchemin duo avec Jean Pierre Derouard,jazz,,,,,,,,,,,,,
tu,coorga Cortex,,Samedi 8,20h,Brasserie Septante Deux,,prix libre,c,,FragÎle figures,noise cinématique,,Wört,djazz libre,,,,,,,,,,
at,Festival Le son des cuivres #11 ,,Samedi 8,14h30,Espace Saugonna,Mamers,0-15-20€,c,,Chiva Rumbera,,,Debout sur le zinc,,,little big noz,,,Lazcar volcano,,,,,
tu,,,Samedi 8,19h,Guinguette de la Gèmerie,,0 €,c,,"E. Noury (sax), A Laudiere (guitare) & L. Cosnard (batterie)",trio jazz,,,,,,,,,,,,,
ce,Blue Dog Festival / Les Electroniques,mus. Électro,Samedi 8,16h,Île aux Planches,,prix libre,c,,Herr Krank,,,Calling Marian,,,Scuffles...,,,,,,,,
tu,Apéro-concert coorga Teriaki ,,Samedi 8,19h30,Le Barouf,,0 €,c,,SELEN PEACOCK,pop oblique/Hollande,,,,,,,,,,,,,
tu,,,Samedi 8,20h,Le Lapin Blanc,,0 €,c,,Manu K,blues,,,,,,,,,,,,,
jlb ,Festival Musica,,Samedi 8,20h,Parc de Tessé,,6 à 50€,sv,Les Noces de Figaro,,opéra,,,,,,,,,,,,,
at,Festival Les Garennes,,Samedi 8,18h30,Site de la Salle des Fêtes,Souligné-sous-Ballon,0 €,c,,Solorkestar,mus. des Balkans,,Ton zinc,ch.fr.,,Run Ronie run,rock alternatif,,Banos & Bakoua sound,"reggae, hip hop",,https://www.les-garennes.fr/,,
jlb,Les heures musicales d'été,,Vendredi 14,17h,cathédrale Saint-Julien,,0 €,c,,Paul Isnard,orgue,,,,,,,,,,,,,
ce,,,Vendredi 14,18h30,Guinguette des Tanneries,,tnc,c,,Jazz Kizz,Jazz electro,,,,,,,,,,,,,
ce,Aspects Open Air Party,underground electronic experience,Vendredi 14,18h-6h,Parc de Vaurouzé,,"0€ avant 20h, 10/15€",c,,Aubrey,Solid Groove/Textures/Berlin/Londres,,Laetitia & Alex Katapult,karat records/paris,,solal Reyes,les disques de la jungle/paris,,Sam van der toure + PACO RABANNE,,,,,
jlb,Soirs d'été,,Vendredi 14,16h30,parc Gué Maulny,,0 €,c,,DJ Vince,set,,,,,,,,,,,,,
jlb,Les Heures musicales d'été,,Vendredi 21,17h,cathédrale Saint-Julien,,0 €,c,,,orgue,,,,,,,,,,,,,
tu,,,Vendredi 21,21h30,Chez Marcelle,,0 €,c,,Clément Dmt,électro house,,,,,,,,,,,,,
zz,,,Vendredi 21,20h,L'Îlot Co,Saint-Georges-du-Bois,prix libre,c,,Pilote,électro pop,,,,,,,,,,,,,
at,Festival À tout bout d'champ,,Vendredi 21,17h,,Chantenay-Villedieu,"1j 18€, 2j 30€",c,,Ton zinc,ch.fr.,,DELUXE,pop,,Sniper,hip hop,,celkit,rock,Demkaz (electro),https://www.festivalatoutboutdchamp.com/,,
jlb,Ls heures musicales d'été,,Vendredi 28,17h,cathédrale Saint Julien,,0 €,c,,Edmond Reuze,orgue,,,,,,,,,,,,,
tu,,,Vendredi 28,21h30,Chez Marcelle,,0 €,c,,Kevber,indie dance,,,,,,,,,,,,,
tu,,,Vendredi 28,20h,Le Lapin Blanc,,0 €,c,,Éli' Jazz,jazz swing,,,,,,,,,,,,,
tu,,,Vendredi 28,19h30,Les Fêlés du Bocal,,tnc,c,,Syl & Sab,repas + concert,,,,,,,,,,,,,
zz,,,Vendredi 28,20h,L'Îlot Co,Saint-Georges-du-Bois,prix libre,c,,Etienne,chanson française,,,,,,,,,,,,,
jlb ,Soirs d'été,,Vendredi 7,21h15,centre hospitalier,,0 €,c,,Zouj,"suol, pop, blues",,,,,,,,,,,,,
tu,,,Vendredi 7,21h30,Chez Marcelle,,0 €,c,,Alkal'1,techno house,,,,,,,,,,,,,
at,Festival Le son des cuivres #11 ,,Vendredi 7,19h,Espace Saugonna,Mamers,0-20-25€,c,,Le grand orchestre du Splendid,,,112 brass band,fanfare,,the soul seeders,,,,,,,,
ce,Blue Dog Festival / Les Electroniques,mus. électro,Vendredi 7,17h30,Île aux Planches,,prix libre,c,,Phantom Traffic,,,Hamasaari Nightfuss,,,Run Ronie Run,,,Malmö,,,,,
tu,,,Vendredi 7,21h30,le Café de la Gare,Chenu,au chapeau,c,,backson,funk rock,,,,,,,,,,,,,
tu,,,Vendredi 7,20h,Le Lapin Blanc,,0 €,c,,Spilova,jazz manouche,,,,,,,,,,,,,
tu,,,Vendredi 7,21h,Le Zoo,,au chapeau,c,,Eclipse,reprises pop rock,,,,,,,,,,,,,
zz,,,Vendredi 7,20h,L'Îlot Co,Saint-Georges-du-Bois,prix libre,c,,Début de bal,concert dansant néo trad,,,,,,,,,,,,,
jlb ,Festival Musica,,Vendredi 7,20h,Parc de Tessé,,6 à 50€,sv,Roméo(s) et Juliette(s),,opéra,,,,,,,,,,,,,
zz,L'été musical du kisoque,,Vendredi 7,20h,,Spay,0 €,c,,Les habits du dimanche,,,,,,,,,,,,,,
zz,Temps fort,Danse  & musique amateur,Dimanche 2,14h30 à 17h,Abbaye de l'Épau,Yvré-l'Évêque,0€ sur réservation,sv,,,,,,,,,,,,,résa à communication.zutanobazar@gmail.com,,,
zz,Temps fort,Danse  & musique amateur,Samedi 1,15h30 à 21h30,Abbaye de l'Épau,Yvré-l'Évêque,0€ sur réservation,sv,,,,,,,,,,,,,,,,
zz,Les Z'arts sur l'herbe,Concert & spectacles,Samedi 1,15h à 23h30,parc de l'Huisne,Champagné,,sv,,,,,,,,,,,,,,,,
zz,Festival Kikloche,Concert & spectacles,Samedi 1,À partir de 19h,,Beaumont-sur-Sarthe,6 à 10€,sv,,,,,,,,,,,,,18h à 00h le samedi et 11h à 19h le dimanche,,,
tu,XXIe Festival de Musique de Chambre,,Dimanche 16,16h30,Prieuré de Mayanne,Dangeul,25 €,sv,Rêves d’Espagne,H. Billaut & G. Ccoppola,Récital de piano à 4 mains,,,,,,,,,,,,,
zz,Festival Kikloche,Concert & spectacles,Dimanche 2,À partir de 11h,,Beaumont-sur-Sarthe,6 à 10€,sv,,,,,,,,,,,,,18h à 00h le samedi et 11h à 19h le dimanche,,,
tu,XXIe Festival de Musique de Chambre,,Dimanche 23,16h30,Prieuré de Mayanne,Dangeul,25 €,sv,Récital Baroque,L. Le Prev & Le trio Euterpia,,,,,,,,,,,,,,
at,Festival La Belle Virée,arts de rue,Dimanche 23,18h,,Roézé-sur-Sarthe,au chapeau,sv,La légende de Verbruntschneck,La Fox Cie,th.,,Solorkestar,mus. des balkans,La cuisine,Cie Maboul Distorsion,clowns,,,,,,,
tu,XXIe Festival de Musique de Chambre,,Dimanche 30,16h30,Prieuré de Mayanne,Dangeul,25 €,sv,Jazz en trio,"A. d'Agostino, T. Renou & O. Leveau",,,,,,,,,,,,,,
jlb ,Soirs d'été,,Jeudi 13,18h30,École Philippeaux,,0 €,sv,Perception,Mathieu Chesneau,mentalisme,,,,,,,,,,,,,
jlb ,Soirs d'été,,Jeudi 13,20h,École Philippeaux,,0 €,sv,"Roméo, Roméo, Roméo",cie Joshua Monten,danse,Les dangereuses Laisons de Jacqueline et Marcelle,Cie L'Art Osé,Théâtre et improvisation,Aux p'tits rognons,cie tout par terre,jonglerie culinaire,,,,,,,
jlb,Soirs d'été,,Jeudi 20,20h,École Jean Mermoz,,0 €,sv,animation de rue guinguette,cie les p'tits butés,,Muraïe,cie dedale de clown,Clown,,,,,,,,,,
jlb,Soirs d'été,,Jeudi 27,18h30,salle Claircigny,,0 €,sv,En attendant Molière,cinémaniak et cie,théâtre de rue,Suzanne,cie tetrofort,théâtre,Johnny un poème,"cie Gérard Gérard, cie Rhapsodies nomades",,,,,,,,
jlb ,Soirs d'été,,Jeudi 6,20h,La Fonderie,,0 €,sv,Regarde moi dans les yeux pendant 4 minutes,collectif grand maximum,théâtre,,,,,,,,,,,,,
tu,Festival Musica,,Mardi 4,20h,Centre équestre,Changé,8 à 50€,sv,Les nuits d'été de Berlioz,Quatuor Else,mus. class.,,,,,,,,,,,,,
tu,,,Mercredi 5,17h,Casa Minga,,prix libre,sv,,Bretelle & Garance,spectacle chanté,,,,,,,,,,,,,
jlb ,Soirs d'été,,Mercredi 5,18h30,Jardin de la cathédrale,,0 €,sv,Petit Resto Grands Cuisiniers,Cie des petites patates,Clowns,,,,,,,,,,,,,
jlb ,Soirs d'été,,Mercredi 5,20h,La Fonderie,,0 €,sv,Regarde moi dans les yeux pendant 4 minutes,collectif grand maximum,théâtre,Hiraeth,,musique et chants,,,,,,,,,,
zz,,,Samedi 1,20h,L'Îlot Co,Saint-Georges-du-Bois,prix libre sur résa,sv,L'atelier,Archimède & Cie,,,,,,,,,,,résa au 06 66 21 32 06,,,
at,,,Samedi 15,20h30,Abbaye de l'Épau,,0 €,sv,Balade circassienne,Cie Trat,cirque,,,,,,,,,,,,,
at,Les Veillées,arts de rue,Samedi 15,20h30,Esplanade Nelson Mandela,Allonnes,0 €,sv,Broglii,Cie Lapin 34,sp.,,,,,,,,,,,,,
at,,,Samedi 22,20h30,Abbaye de l'Épau,,0 €,sv,La Chorale de l'espoir,Cie la Pie Pietonne,cirque,,,,,,,,,,,,,
at,Les Veillées,arts de rue,samedi 22,20h30,Parvis de la maison des Arts,Allonnes,0 €,sv,Cowboy ou indien,Groupe Déjà,sp.,,,,,,,,,,,,,
at,Festival La Belle Virée,arts de rue,Samedi 22,16h,,Parigné-le-Pôlin,au chapeau,sv,L'hippodrome de poche,Cie Lez'Arts,courses hippiques de poche,La peur au ventre,Cie Toi D'Abord,cascades,Tabula Rasa,Cie Panik,cabaret équestre,,,,,,,
at,Les Veillées,arts de rue,Samedi 29,19h,Place de la paix,Allonnes,0 €,sv,15,Cie Tetrofort,sp.,,,,,,,,,,,,,
tu,,,Samedi 29,19h,Théâtre de Chaoué,,0 €,sv,Apéro des voisins,,th.,,,,,,,,,,,,,
zz,,,Samedi 8,20h30,Le port,Arnage,0 €,sv,Le magnifique bon à rien,,sp.,,,,,,,,,,,,,
zz,,,Samedi 8,19h à 22h,L'Îlot Co,Saint-Georges-du-Bois,0 €,sv,,,soirée danse,,,,,,,,,,,,,
jlb,Soirs d'été,,Vendredi 14,16h,parc Gué Maulny,,0 €,sv,"Roméo, Roméo, Roméo",cie Joshua Monten,danse,"Roméo, Roméo, Roméo",cie Joshua Monten,danse,Les dangereuses liaisons de Jacqueline et Marcel,cie l'art Osé,théâtre improvisation,,,,,,,
jlb,Soirs d'été,,Vendredi 21,18h30,Parc de Tessé,,0 €,sv,Tout touneboulé,cie la limprost,conte musical,,cie les p'tits butés,animation de rue guinguette,Aux p'tits rognons,cie tout par terre,jonglerie culinaire,Muraïe,cie dedale de clown,Clown,,,,
at,Festival La Belle Virée,arts de rue,Vendredi 21,18h,,Cérans-Fouilletourte,au chapeau,sv,Avec un grand F,Cie Les Gamettes,th.,,Solorkestar,mus. des balkans,crazy caravane,Cie des Naz,th.,,,,,https://www.facebook.com/events/152422874511765?ref=newsfeed,,
jlb,Soirs d'été,,Vendredi 28,18h30,bld Winston Churchill,,0 €,sv,Suzanne,cie tetrofort,théâtre,La beauté du monde,cie qualité street,humour,Johnny un poème,"cie Gérard Gérard, cie Rhapsodies nomades",,,,,,,,
jlb,rendez-vous contes,,Vendredi 28,18h/19h,Le Mans plage,,0 €,sv,,Imène sebaha,,,,,,,,,,,,,,
jlb ,Soirs d'été,,Vendredi 7,18h30,centre hospitalier,,0 €,sv,Tout Tourneboulé,cie la limprost,conte musical,catch d'improvisation,cie la limprost,,,,,,,,,,,
at,Festival Les affranchis du 07/07 au 09/07,arts de rue,Vendredi 7,Divers lieux,La Flèche,,0 €,sv,,,,,,,,,,,,,,,,
jlb ,Rendez-vous contes,,Vendredi 7,18h 19h,Théâtre du Passeur,,0 €,sv,,Marie Strehaiano et Arnaud Roman,contes,,,,,,,,,,,,,
zz,Retraite aux flambeaux,,Jeudi 13,20h30,,Champagné,0 €,sv,,"Batucada sur échasse, spectacle de feu et artifice, bal populaire",,,,,,,,,,,,,,
