"initiales","festival","style_festival","date","horaire","lieu","ville","prix","genre","spectacle1","artiste1","style1","spectacle2","artiste2","style2","spectacle3","artiste3","style3","spectacle4","artiste4","style4","lien1","lien2","lien3","lien4"
"zz",,,"Vendredi 31","20h30","L'Austral",,"au chapeau","c",,"Chris pal","garage punk",,,,,,,,,,,,,
"at","jouons du piano ensemble",,"Samedi 11","18h","L'éolienne","Arnage","0 €","c",,"concert de piano ",,,,,,,,,,,,,,
"at",,,"Vendredi 10","20h","L'Îlot co",,"prix libre","c",,"Choeur Babel","concert",,,,,,,,,,,,,
"at",,,"Vendredi 17","20h","L'Îlot co",,"prix libre","c",,"Les habits du dimanche","trio chanson swing",,,,,,,,,,,,,
"at",,,"Vendredi 31","20h","L'Îlot co",,"prix libre","c",,"Cécile Maisonhaute","ch. piano",,,,,,,,,,,,,
"zz",,,"Vendredi 24","20h30","L'Ilotco","Saint-Georges-du-Bois","au  chapeau","c",,"Les Habits du dimanche",,,,,,,,,,,,,,
"jlb","Indé*Rama #2",,"Samedi 4","20h30","L'Oasis",,"10 à 16€","c",,"BOB LOG III + MEULE + COURTING","rock indé"," ",,,,,,,,,,,,
"jlb",,,"Vendredi 3","20h00","L'Oasis",,"20 à 29€","c",,"The sons of guns","concert",,"Charlie Winston","folk rock",,,,,,,,,,
"jlb","Indé*Rama #2",,"Dimanche 5","16h00","L’Alambik MJC Ronceray",,"4 à 6€","c",,"EQUIP'Les petites oreilles","rock dès 4 ans",,,,,,,,,,,,,
"jlb",,,"Vendredi 17","20h30","La Castélorienne","Montval-sur-Loir","8 à 15€","c",,"Ana Carla Maza","musique",,,,,,,,,,,,,
"at",,,"Vendredi 3","12h30","La flambée",,"0 €","c",,"Cie Frotter/frapper","partage musical et festif",,,,,,,,,,,,,
"at","Fièvre du samedi matin",,"Samedi 4","11h","La Fonderie",,"0 €","c",,"Ensemble offrandes","musique",,,,,,,,,,,,,
"at",,,"Jeudi 2","12h","La Halte Mancelle",,"0 €","c",,"Cie Frotter/frapper","partage musical et festif",,,,,,,,,,,,,
"tu",,,"Jeudi 23","21h","Le Barouf",,"0 €","c",,"Locomo","solar grooves",,,,,,,,,,,,,
"tu","CiRCUiTS #9",,"Mardi 7","20h30","Le Barouf",,"0 €","c",,"MORTELLE RANDONNÉE","jazz large",,,,,,,,,,,,,
"tu",,,"Samedi 25","20h","Le Barouf",,"0 €","c",,"Le punk en 77 minutes","conférence",,"Le punk en 180 minutes","dj set",,,,,,,,,,
"jlb","Indé*Rama #2",,"Samedi 4","18h00","Le Barouf",,"0 €","c",,"Matt Elliott","dark folk",,,,,,,,,,,,,
"tu",,,"Vendredi 17","21h","Le Barouf",,"0 €","c",,"still","post-rock/le mans",,,,,,,,,,,,,
"tu",,,"Vendredi 31","21h","Le Barouf",,"0 €","c",,"CARRIEGOSS","synth-wave",,"Roboy","boum-boum ouin-ouin",,,,,,,,,,
"tu",,,"Samedi 18","20h","Le Lapin Blanc",,"0 €","c",,"John Maine","rock cover",,,,,,,,,,,,,
"tu",,,"Samedi 4","20h","Le Lapin Blanc",,"0 €","c",,"les spilova","jazz manouche",,,,,,,,,,,,,
"tu",,,"Vendredi 10","20h","Le Lapin Blanc",,"0 €","c",,"Manu K","blues",,,,,,,,,,,,,
"tu",,,"Vendredi 24","20h","Le Lapin Blanc",,"0 €","c",,"Nexo","dj set",,,,,,,,,,,,,
"tu",,,"Vendredi 31","20h","Le Lapin Blanc",,"0 €","c",,"Élie","jazz swing",,,,,,,,,,,,,
"tu","Release Party",,"Jeudi 16","20h30","Le Lézard",,"prix libre","c",,"Lorne Malvo","screamo",,,,,,,,,,,,,
"tu",,,"Mercredi 1","20h30","Le Lézard",,"prix libre","c",,"Feuille","jazz/rock/électro",,,,,,,,,,,,,
"tu","Garage 5",,"Mercredi 22","20h30","Le Lézard",,"prix libre","c",,"Tony Geranno","chanson brute",,"Aragne","chanson brisée",,,,,,,,,,
"tu","Garage 5",,"Samedi 11","20h30","Le Lézard",,"prix libre","c",,"Zohastre","psyché/machine",,"France Travail","électro impro",,,,,,,,,,
"tu","Moth Frequency",,"Vendredi 17","20h30","Le Lézard",,"prix libre","c",,"Maudit","post doom/Reims",,"Saar","post rock/Paris",,,,,,,,,,
"tu","Moth Frequency",,"Vendredi 3","20h30","Le Lézard",,"prix libre","c",,"Tour sombre","post hardcore/Rennes",,"Epectase","Black prog/paris",,,,,,,,,,
"tu","Moth Frequency",,"Vendredi 31","20h30","Le Lézard",,"prix libre","c",,"Disruptors ","sludge/Tours",,"Lunar Tombfields","black métal/nantes",,,,,,,,,,
"tu",,,"Dimanche 19","17h","Le Pilier Rouge",,"0 €","c",,"Isabelle Rousseau","accordéon chant",,,,,,,,,,,,,
"tu",,,"Dimanche 26","17h30","Le Pilier Rouge",,"0 €","c",,"Dan LivingStone","Blues/folk/Ragtime ",,,,,,,,,,,,,
"tu",,,"Dimanche 5","17h","Le Pilier Rouge",,"0 €","c",,"Syl & Chris","blues rock",,,,,,,,,,,,,
"tu",,,"Jeudi 30","20h30","Le Pilier Rouge",,"0 €","c",,"Dan Beyond The Clouds","alt folk",,,,,,,,,,,,,
"at",,,"Jeudi 2","19h","Le Rabelais",,"4/10€","c",,"Locomo","solar groove",,,,,,,,,,,,,
"jlb","festival divers scène",,"Samedi 18","20h00","Le Rabelais","Changé","10 à 17€","c",,"Tchologo","afro blues",,"The Buttshakers","soul, rythm and blues",,,,,,,,,,
"at",,,"Vendredi 24","18h45","Le Val’Rhonne","Moncé-en-Belin","4/6€","sv","Ni oui non bien au contraire","Cie Arts & Couleurs","th. d'objets < 4 ans",,,,,,,,,,,,,
"tu",,,"Vendredi 10","22h","Le Vaud’",,"0 €","c",,"dj awh","dj set",,,,,,,,,,,,,
"tu",,,"Vendredi 17","20h","Le Vaud’",,"0 €","c",,"The lobby boys duo","hill country blues",,,,,,,,,,,,,
"tu","8 ans du Vaud",,"Vendredi 31","21h","Le Vaud’",,"0 €","c",,"Flo & cie",,,,,,,,,,,,,,
"tu",,,"Vendredi 17","20h30","Les 3 mousses","Maquère","0 €","c",,"bout de rame","musique irlandaise",,,,,,,,,,,,,
"jlb",,,"Samedi 18","20h00","Les Quinconces",,"14 à 24€","c",,"Arthur H",,,,,,,,,,,,,,
"jlb","La nuit de la Saint Patrick",,"Vendredi 17","20h30","Les Saulnières ",,"8 à 14€","c",,"Moher",,,"DJ Celtes",,,,,,,,,,,
"jlb",,,"Vendredi 31","20h30","Les Saulnières ",,"12 à 16€","c",,"Jungle by Night","funk jazz krautrock",,,,,,,,,,,,,
"zz",,,"Vendredi 17","20h30","Musée de la musique mécanique","Dollon","au chapeau","c",,"Trio Vannier","ch fr, folk, blues, jeaa",,,,,,,,,,,,,
"tu",,,"Dimanche 26","16h","Musée de Tessé",,"10/18€ Résas: 06 10 53 38 40 - acthalia@hotmail.fr","c",,"«MUSIQUE FRANÇAISE AUTOUR DE SCHUBERT» (MJ DELVINCOURT & D HARLÉ)","piano, violoncelle",,,,,,,,,,,,,
"at","Le Mans Pop Festival","finale","Dimanche 26","14h","PCC",,"8/14€","c",,,,,,,,,,,,,,,,
"at","Le Mans Pop Festival",,"Samedi 25","20h","PCC",,"7/11€","c",,"Pierre-Hervé Goulet",,,,,,,,,,,,,,
"at","Le Mans Pop Festival","concerts interprètes","Vendredi 24","20h","PCC",,"5 €","c",,"Vocal Mans",,"Fabien Castet",,,,,,,,,,,,
"BL",,,"Vendredi 10","20h30","Salle Coppélia","La Flèche","7 à 15€","c",,"Marc Nammour & Loïc Lantoine","Fiers et Tremblants",,,,,,,,,,,,,
"at",,,"Mercredi 8","19h","Salle des concerts",,"0 €","c",,"Gabriel Gosse + élèves du Conservatoire","jazz",,,,,,,,,,,,,
"at",,,"Vendredi 17","20h","Salle Edith Piaf","Mulsanne","tnc","c",,"concert St Patrick",,,,,,,,,,,,,,
"jlb",,,"Jeudi 9","20h30","Salle Jean Carmet","Allonnes","17 à 24€","c",,"Julie Gasnier","pop",,"Bertrand Belin","pop",,,,,,,,,,
"jlb",,,"Vendredi 24","20h30","Salle Jean Carmet","Allonnes","12 à 19€","c",,"November Ultra","pop folk",,"Hannah Featherstone","pop jazz",,,,,,,,,,
"jlb","Indé*Rama #2",,"Vendredi 3","20h30","Salle Jean Carmet","Allonnes","10 à 16€","c",,"DELILUH + GUADAL TEJAZ + MIËT","rock indé",,,,,,,,,,,,,
"at",,,"Samedi 18","20h30","Salle Polyvalente","Champagné","3/10€","c",,"orchestre symphonique du Mans","mus. classique",,,,,,,,,,,,,
"BL",,,"Vendredi 10","20h30","Scène Joël Le Theule","Sablé-sur-Sarthe","13/18/25€","c",,"Thomas de Pourquery","jazz/pop/rock",,,,,,,,,,,,,
"at",,,"Jeudi 2","9h30","Secours catholique",,"0 €","c",,"Cie Frotter/frapper","partage musical et festif",,,,,,,,,,,,,
"jlb",,,"Dimanche 19","17h00","Théâtre de Chaoué","Allonnes","6 à 12€","c",,"Gaspar Claus + Leila Bordreuil","violoncelle/hybride",,,,,,,,,,,,,
"at",,,"Lundi 27","20h","Théâtre Paul Scarron",,"7/15€","c",,"Pianoctambule","Double récital piano",,,,,,,,,,,,,
"ce",,,"Jeudi 16","21h","Blue Zinc",,"au chapeau","sv","Le Set Comedy",,"humour",,,,,,,,,,,,,
"jlb",,,"Mercredi 29","20h30","Eve scène universitaire",,"4 à 10€","sv","Black Boy","Théâtre du Mantois","Concert spectacle",,,,,,,,,,,,,
"jlb",,,"Samedi 4","16h30","La Castélorienne","Montval-sur-Loir","3,5 à 5€","sv","La légende de Tsolmon","cie Gobi Rhapsodie","musique",,,,,,,,,,,,,
"jlb",,,"Jeudi 23","18h30","Les Saulnières ",,"5 à 10€","c",,"Contes Defaits","chanson",,,,,,,,,,,,,
"jlb",,,"Samedi 11","11h00","Mamers","Mamers",,"sv","Fête de la Saint Patrick",,"Concert spectacle",,,,,,,,,,,,,
"jlb",,,"Dimanche 5","17h00","Théâtre du Passeur",,"8 à 10€","sv","Les yeux de Louise","La Cigale Spectacles","Concert spectacle",,,,,,,,,,,,,
"jlb",,,"Mercredi 8","12h30 ","bibliothèque universitaire",,"gratuit","sv","Terres de femmes",,"lecture musicale",,,,,,,,,,,,,
"ce",,,"Mercredi 1","20h","Blue Zinc",,"au chapeau","c",,"Boeuf Bal Folk","danse mus.folk",,,,,,,,,,,,,
"at",,,"Jeudi 16","20h30","Cabaret Le Patis",,"14/20€","sv","8 mètres carrés",,"sp. humour",,,,,,,,,,,,,
"at",,,"Mardi 7","20h30","Cabaret Le Patis",,"7 €","sv","Cluedo",,"expérience immersive",,,,,,,,,,,,,
"at",,,"Mercredi 15","20h30","Cabaret Le Patis",,"14/20€","sv","Une cuillère pour mamie",,"sp. humour",,,,,,,,,,,,,
"at",,,"Mercredi 8","20h30","Cabaret Le Patis",,"7 €","sv","Cluedo",,"expérience immersive",,,,,,,,,,,,,
"at",,,"Samedi 11","20h30","Cabaret Le Patis",,"14/20€","sv","Simon fâche",,"sp. musical",,,,,,,,,,,,,
"at",,,"Samedi 4","20h30","Cabaret Le Patis",,"14/20€","sv","Luc et Charlie débarquent !",,"sp. humour",,,,,,,,,,,,,
"at",,,"Vendredi 17","20h30","Cabaret Le Patis",,"14/20€","sv","Les hommes du président",,"sp. comédie",,,,,,,,,,,,,
"at",,,"Vendredi 24","20h30","Cabaret Le Patis",,"14/20€","sv","Millenium party",,"soirée festive",,,,,,,,,,,,,
"at",,,"Dimanche 5","11h et 16h30","camion-théâtre",,"4/8€","sv","Personne","Cie L'Absente","magie <10 ans",,,,,,,,,,,,,
"at",,,"Samedi 4","17h30 et 20h30","camion-théâtre",,"4/8€","sv","Personne","Cie L'Absente","magie <10 ans",,,,,,,,,,,,,
"at",,,"Vendredi 3","20h30","camion-théâtre",,"4/8€","sv","Personne","Cie L'Absente","magie <10 ans",,,,,,,,,,,,,
"jlb",,,"Jeudi 16","20h00","Centre Culturel Athéna","La Ferté-Bernard","8 à 17€","sv","L'Ile","collectif Bajour","comédie",,,,,,,,,,,,,
"jlb",,,"Jeudi 23","20h00","Centre Culturel Athéna","La Ferté-Bernard","8 à 17€","sv","Les Yeux Fermés","cie S'poart","danse",,,,,,,,,,,,,
"jlb",,,"Mercredi 8","20h00","Centre Culturel Athéna","La Ferté-Bernard","8 à 17€","sv","Les Femmes de Barbe Bleu","cie 13/31","théâtre",,,,,,,,,,,,,
"at",,,"Vendredi 17","18h","Chapiteau du parc de Casablanca",,"0 €","sv","rendez-vous avec le cirque du Dr Paradi",,"cirque",,,,,,,,,,,,,
"at","soirée potage et spectacle",,"Samedi 11","19h00","Chapiteau Mimulus",,"5/8€","sv","Starsky minute","Cie la dépliante","clown acrobatique et électrique",,,,,,,,,,,,,
"at",,,"Vendredi 17","18h","Cité du cirque",,"0 €","sv","rendez-vous avec la Cie Barolosolo",,"cirque",,,,,,,,,,,,,
"at",,,"Vendredi 24","18h30","Cité du cirque",,"0 €","sv","Rendez-vous avec Quentin Folscher et Kamma Rosenbeck ","collectif Maison courbe","cirque",,,,,,,,,,,,,
"jlb",,,"Dimanche 5","17h00","Comédie Le Mans",,"a partir de 20€","sv","Amoureuse passionnelle","Kelly","one woman show",,,,,,,,,,,"www.16-19.fr",,
"jlb",,,"Samedi 11","19h00","Comédie Le Mans",,"24 €","sv","Hymne à la joie","Thaïs","one woman show",,,,,,,,,,,"www.16-19.fr",,
"jlb",,,"Samedi 11","21h00","Comédie Le Mans",,"a partir de 25€","sv","Sans glace","Philippe Candeloro","humour",,,,,,,,,,,"www.16-19.fr",,
"jlb",,,"Samedi 18","18h30","Comédie Le Mans",,"A partir de 18€","sv","Les hommes viennent de mars les femmes de Mars",,"seul en scène",,,,,,,,,,,"www.16-19.fr",,
"jlb",,,"Samedi 18","21h00","Comédie Le Mans",,"25 €","sv","Grandira plus tard","Edouard Deloignon","one man show",,,,,,,,,,,"www.16-19.fr",,
"jlb",,,"Samedi 25","21h00","Comédie Le Mans",,"22 €","sv",,"Marc Tourneboeuf","one man show",,,,,,,,,,,"www.16-19.fr",,
"jlb",,,"Samedi 4","17h00","Comédie Le Mans",,"a partir de 20€","sv","Amoureuse passionnelle","Kelly","one woman show",,,,,,,,,,,"www.16-19.fr",,
"jlb",,,"Samedi 4","21h00","Comédie Le Mans",,"25 €","sv","Normal n'existe pas","William Pillet","one man show",,,,,,,,,,,"www.16-19.fr",,
"jlb",,,"Vendredi 10","21h00","Comédie Le Mans",,"a partir de 25€","sv","Sans glace","Philippe Candeloro","humour",,,,,,,,,,,"www.16-19.fr",,
"jlb",,,"Vendredi 17","18h30","Comédie Le Mans",,"A partir de 18€","sv","Les hommes viennent de mars les femmes de Mars",,"seul en scène",,,,,,,,,,,"www.16-19.fr",,
"jlb",,,"Vendredi 17","21h00","Comédie Le Mans",,"22 €","sv",,"Cosson et Ledoublée","one man show",,,,,,,,,,,"www.16-19.fr",,
"jlb",,,"Vendredi 24","20h30","Comédie Le Mans",,"A partir de 18€","sv","Les hommes viennent de mars les femmes de Mars",,"seul en scène",,,,,,,,,,,"www.16-19.fr",,
"jlb",,,"Vendredi 3","20h30","Comédie Le Mans",,"a partir de 10€","sv","Petits duels entre amis",,"improvisation",,,,,,,,,,,"www.16-19.fr",,
"jlb",,,"Vendredi 3","21h00","Comédie Le Mans",,"25 €","sv",,"Florian Lex","one man show",,,,,,,,,,,"www.16-19.fr",,
"BL",,,"Dimanche 19","17h","Espace culturel L'Orée du Bois","La Chapelle-Saint-Aubin","1 €","sv","Cirk' Alors !","Cie In Toto","Cirque miniature",,,,,,,,,,,,,
"BL",,,"Vendredi 10","20h30","Espace culturel L'Orée du Bois","La Chapelle-Saint-Aubin","4/7/10€","sv","G.R.A.I.N","Cie Mmm","théâtre",,,,,,,,,,,,,
"jlb",,,"Jeudi 9","20h30","Espace Henri Salvador","Coulaines","0 €","sv","Quand je sera grande... tu seras une femme, ma fille","cie caravane","théâtre",,,,,,,,,,,,,
"jlb",,,"Mardi 28","20h00","Espace Henri Salvador","Coulaines","5 à 7€","sv","Ma maison fait clic clac",,"spectacle musical",,,,,,,,,,,,,
"jlb",,,"Jeudi 2","14h00","Espace Saugonna","Mamers","3 €","sv","spectacle ""de la morue""","Frédéric Ferrer","Humour",,,,,,,,,,,,,
"BL",,,"Dimanche 5","17h00","Espace Scélia","Sargé-lès-le-Mans","10 à 13€","sv","Pourquoi les poules préfèrent être élevées en batterie ?","Cie La Martingale","humour",,,,,,,,,,,,,
"BL",,,"Mercredi 22","16h30","Espace Scélia","Sargé-lès-le-Mans","5 à 7€","sv","Contes défaits","Duo Frictions","jeune public",,,,,,,,,,,,,
"BL",,,"Vendredi 24","20h30","Espace Scélia","Sargé-lès-le-Mans","7 à 10","sv","Aux plus adultes que nous","Cie Et Alors !","théâtre",,,,,,,,,,,,,
"jlb",,,"Jeudi 16","20h30","Eve scène universitaire",,"4 à 10€","sv","Sortie de Route","cie la fidèle idée","théâtre",,,,,,,,,,,,,
"jlb",,,"Mardi 21","20h30","Eve scène universitaire",,"4 à 10€","sv","Printemps des poètes","cie Contr'Pied","Poésie",,,,,,,,,,,,,
"jlb",,,"Mercredi 8","18h30","Eve scène universitaire",,"4 à 10€","sv","Starsky minute","cie la Dépliante","cirque",,,,,,,,,,,,,
"jlb",,,"Dimanche 12","inc","inc","Saint-Cosme-en-Vairais","inc","sv","Festival théâtre amateur",,,,,,,,,,,,,,,
"jlb",,,"Dimanche 19","inc","inc","Saint-Cosme-en-Vairais","inc","sv","Festival théâtre amateur",,,,,,,,,,,,,,,
"jlb",,,"Samedi 11","inc","inc","Saint-Cosme-en-Vairais","inc","sv","Festival théâtre amateur",,,,,,,,,,,,,,,
"jlb",,,"Samedi 18","inc","inc","Saint-Cosme-en-Vairais","inc","sv","Festival théâtre amateur",,,,,,,,,,,,,,,
"jlb",,,"Vendredi 10","inc","inc","Saint-Cosme-en-Vairais","inc","sv","Festival théâtre amateur",,,,,,,,,,,,,,,
"jlb",,,"Vendredi 17","inc","inc","Saint-Cosme-en-Vairais","inc","sv","Festival théâtre amateur",,,,,,,,,,,,,,,
"at",,,"Samedi 4","20h30","L'Envol",,"7/15€","sv","Strass'n'folies",,"cabaret",,,,,,,,,,,,,
"at",,,"Samedi 25","20h30","L'Îlot co",,"prix libre","sv","Education sentimentale","Cie Les ailes du rire","sp. clown < 8 ans",,,,,,,,,,,,,
"zz",,,"Jeudi 23","16h & 20h","L’Éolienne","Arnage","15 €","sv","Déjà 10 ans","Cabaret du bout des près","cabaret",,,,,,,,,,,,,
"zz",,,"Mardi 14","18h30","L’Éolienne","Arnage","4/6€","sv","Cirk'alors","Cie in Toto",,,,,,,,,,,,,,
"zz",,,"Vendredi 17","20h30","L’Éolienne","Arnage","10/16/18/20€","sv","Insatiables","Cie Scènes plurielles","théâtre",,,,,,,,,,,,,
"zz",,,"Vendredi 3","20h30","L’Éolienne","Arnage","7/10/12/14€","sv","Fonk Legacy",,"danse",,,,,,,,,,,,,
"jlb",,,"Jeudi 30","20h30","La Castélorienne","Montval-sur-Loir","12 à 26€","sv","Lorsque Françoise paraît","Atelier théâtre actuel","théâtre",,,,,,,,,,,,,
"zz",,,"Jeudi 2","14h30/19h","La Fonderie",,"prix libre à partir de 5€","sv","Le verso des images",,"théâtre",,,,,,,,,,,,,
"zz",,,"Vendredi 3","14h30/19h","La Fonderie",,"prix libre à partir de 5€","sv","Le verso des images",,"théâtre",,,,,,,,,,,,,
"at",,,"Dimanche 12","17h","La Passerelle","Connerré","0/6€","sv","Suzanne","Cie Tétrofort","th.",,,,,,,,,,,,,
"at",,,"Dimanche 26","20h30","le chapiteau du plongeoir",,"4/8€","sv","La conf' de ta life","Cie la sensitive","clown, conférence théâtralisée < 10 ans",,,,,,,,,,,,,
"at",,,"Samedi 25","20h30","le chapiteau du plongeoir",,"4/8€","sv","La conf' de ta life","Cie la sensitive","clown, conférence théâtralisée < 10 ans",,,,,,,,,,,,,
"at",,,"Vendredi 24","20h30","le chapiteau du plongeoir",,"4/8€","sv","La conf' de ta life","Cie la sensitive","clown, conférence théâtralisée < 10 ans",,,,,,,,,,,,,
"at",,,"Vendredi 31","18h30","le chapiteau du plongeoir",,"0 €","sv","Rendez-vous avec la June cie",,"trapèze et chant",,,,,,,,,,,,,
"at",,,"Vendredi 31","20h30","Le Courmesnil","Loué","4/10€","sv","sans le savoir","Cie Art'Monie","danse, th., slam et hip hop",,,,,,,,,,,,,
"jlb",,,"Dimanche 12","17h00","Le Rabelais","Changé","4 à 6€","sv","Cirk Alors","Cie in Toto","Cirque famille",,,,,,,,,,,,,
"jlb",,,"Mardi 21","19h00","Le Rabelais","Changé","4 à 10€","sv","Sur Les Routes","cie NBA spectacles","théâtre",,,,,,,,,,,,,
"jlb",,,"Vendredi 31","18h30","Le Rabelais","Changé","4 à 10€","sv","Hoël","cie les tombés de la lune","Conte visuel",,,,,,,,,,,,,
"zz",,,"Dimanche 26","15h/17h","Médiathèque","Sillé-le-Guillaume","0€ sur réservation au 0652017393","sv","Aux frontières du réel","Cie Yvonne III","spec magie, cartographie, mentalisme",,,,,,,,,,,,,
"at",,,"Jeudi 9","18h","Musée Jean-Claude Boulard",,"0 €","sv","rendez-vous avec la Cie ISI",,"cirque",,,,,,,,,,,,,
