,"festival","style_festival","date","horaire","lieu","ville","prix","genre","spectacle","artiste1","style1","artiste2","style2","artiste3","style3","artiste4","style4","lien1","lien2","lien3","lien4"
"AL","40 ans Radio Alpa ",,"Samedi 7","20h30","MJC Prévert",,"prix libre","c",,"GRIZZLY FACTORY + invités","rock seventies",,,,,,,"https://radioalpa.com/radio-alpa-fete-ses-40-ans/",,,
"AL",,,"Dimanche 15","18h","MJC Prévert",,"prix libre","c",,"HENRIETTE ET LES GARCONS","apéro guinguette",,,,,,,"https://radioalpa.com/radio-alpa-fete-ses-40-ans/",,,
"AL",,,"Vendredi 6","20h27","L'Écluse",,"au chapeau","c",,"TÖLE LAB.POÉTIQUE#2","poésie sonore",,,,,,,,,,
"AL",,,"Vendredi 6","20h30","Salle Polyvalente","Champagné","3/8/10€","c",,"Et si c'était vrai - Les Apollons","two men show",,,,,,,,,,
"AL",,,"Samedi 7","16h et 20h","Eve scène universitaire",,"10 €","c",,"Mai enchanté - Choeur d'Orphée","mus. classique",,,,,,,,,,
"AL","Les rastas du coeur","reggae","Samedi 7","18h","L'ile aux planches",,"5 kg de denrées alimentaires","c",,"THE FANATIKS",,"MISSIE BAMBOO",,"GOOD VIBES",,"MADRIGAL & RAAPA + KALI SOUND + BANOS & BAKOUA SOUND + FOX IN BUB SOUND SYSTEM",,"https://www.facebook.com/events/497527528663218/?acontext=%7B%22event_action_history%22%3A[%7B%22extra_data%22%3A%22%22%2C%22mechanism%22%3A%22left_rail%22%2C%22surface%22%3A%22bookmark%22%7D%2C%7B%22extra_data%22%3A%22%22%2C%22mechanism%22%3A%22left_rail%22%2C%22surface%22%3A%22bookmark%22%7D%2C%7B%22extra_data%22%3A%22%22%2C%22mechanism%22%3A%22calendar_interested_events_unit%22%2C%22surface%22%3A%22bookmark_calendar%22%7D]%2C%22ref_notif_type%22%3Anull%7D",,,
"CE","L'Apéro sur le zinc",,"Jeudi 5","19h","L'Épicerie sur le Zinc",,"au chapeau","c",,"Mojow","soul/funk ",,,,,,,,,,
"CE",,,"Vendredi 6","20h30","L'Épicerie sur le Zinc",,"au chapeau","c",,"Still Alive","rock/pop seventies",,,,,,,,,,
"CE",,,"Jeudi 12","19h","L'Épicerie sur le Zinc",,"au chapeau","c",,"Jean-Pierre Derouard Rock'n Swing 4tet","swing/jazz/Elvis",,,,,,,,,,
"CE",,,"Vendredi 13","20h30","L'Épicerie sur le Zinc",,"au chapeau","c",,"Jean-Pierre Derouard Rock'n Swing 4tet","swing/jazz/Elvis",,,,,,,,,,
"CE",,,"Vendredi 20","20h30","L'Épicerie sur le Zinc",,"tnc","c",,"Julien Cattiaux & Anthon Weiss","Jazz manouche",,,,,,,,,,
"CE",,,"Samedi 21","20h30","L'Épicerie sur le Zinc",,"au chapeau","c",,"Djazarad","funk un peu punk",,,,,,,,,,
"MG",,,"Samedi 7","15h","Le Rabelais","Changé","8 €","c",,"Rencontre chant du monde","(ateliers)",,,,,,,,,,
"MG","Kabyl'Mans festival",,"Samedi 14","20h30","Le Rabelais","Changé","8 à 12€","c",,"AMZIK","mus. kabyle",,,,,,,,,,
"JB",,,"Vendredi 6","20h","Baccara La Sirène",,"au chapeau, résa obligatoire : baccara.lemans@gmail.com ","c",,"Quintet de violons, alto, violoncelle & piano","Satie Mozart Scarlatti Arvo Pärt",,,,,,,,,,
"JB",,,"Jeudi 12","20h","Baccara La Sirène",,"au chapeau, résa obligatoire : baccara.lemans@gmail.com","c",,"H. Bihr - J. Amirault - I. Chpirko","airs baroques & airs d'opéra ",,,,,,,,,,
"JB",,,"Vendredi 6","21h","Le Zoo",,"au chapeau","c",,"Concert de musique irlandaise",,,,,,,,,,,
"JB",,,"Samedi 7","21h","Le Zoo",,"au chapeau","c",,"Paul & Didier","folk cover",,,,,,,,,,
"JB",,,"Vendredi 13","21h","Le Zoo",,"au chapeau","c",,"Damien, Gwen & Jordan","folk",,,,,,,,,,
"JB",,,"Jeudi 19","21h","Le Zoo",,"au chapeau","c",,"Paul","folk cover",,,,,,,,,,
"JB",,,"Vendredi 6","20h","Le Lapin Blanc",,"0 €","c",,"Du vent dans les cordes","jazz swing",,,,,,,,,,
"JB",,,"Vendredi 13","20h","Le Lapin Blanc",,"0 €","c",,"Smk Fly","dj set pop & électro",,,,,,,,,,
"JB",,,"Samedi 28","20h","Le Lapin Blanc",,"0 €","c",,"Paul","rock folk",,,,,,,,,,
"JB",,,"Vendredi 27","20h","Le Lapin Blanc",,"0 €","c",,"Eli' Jazz","jazz swing",,,,,,,,,,
