initiales,festival,style_festival,date,horaire,lieu,ville,prix,genre,spectacle1,artiste1,style1,spectacle2,artiste2,style2,spectacle3,artiste3,style3,spectacle4,artiste4,style4,lien1,lien2,lien3,lien4
bl,,,Dimanche 10,16h,Espace culturel L'Orée du Bois,La Chapelle-Saint-Aubin,5 €,c,,Orchestre Symphonique du Mans,mus. municipale du Mans,,,,,,,,,,,,,
zz,,,Dimanche 10,17h,L'Etoile du nord,Le Mans,au chapeau,c,,Luc Arhlo,chanson d'humour & d'humeur,,,,,,,,,,,,,
jlb,,,Dimanche 17,17h,Église Saint Nicolas,Coulaines,au chapeau,c,,,Concert de Noël,,,,,,,,,,,,,
jlb,,,Dimanche 17,15h30,Espace Le Narais,Saint-Mars-la-Brière,4 à 10 €,c,,Diakamos,musique grecque et turc,,,,,,,,,,,,,
tu,,,Dimanche 17,17h37,Le Pilier Rouge,,prix libre,c,,DID & MAT MATHIS,blues & folk,,,,,,,,,,,,,
tu,,,Jeudi 14,21h,Grape Bar,,0 €,c,,Timothée Isnard & Elie Nourry,jazz swing bossa,,,,,,,,,,,,,
tu,,,Jeudi 14,21h12,Le Lézard,,au chapeau,c,,Serge Lama reprend Metallica,spectacle équestre,,,,,,,,,,,,,
ce,,,Jeudi 21,21h,Blue Zinc,,au chapeau,c,,,musique acoustique irlandaise,,,,,,,,,,,,,
bl,,,Jeudi 21,20h30,Salle Coppélia,La Flèche,7 à 20€,c,,Monte-Cristo,récit musical,Cie La Volige,,,,,,,,,,,,
ce,,,Jeudi 7,21h,Blue Zinc,,au chapeau,c,,,mus. acoustique irlandaise,,,,,,,,,,,,,
jlb,,,Jeudi 7,20h30,La Castélorienne,Montval-sur-Loir,12 à 28 €,sv,C'st lalamour,Les divalala,trio vocal,,,,,,,,,,,,,
tu,,,Jeudi 7,19h,La Chicane,,0 €,c,,Jammes & Bekraoui Jazz Duo,"guitare, trompette",,,,,,,,,,,,,
tu,Pint of science,conférence + concert,Jeudi 7,21h,Le Barouf,,0 €,c,,duo Sandra Caroll Mat Mathis,rock pop,,,,,,,,,,,,,
tu,,,Jeudi 7,21h,Le Lézard,,au chapeau,c,,Fantôme Josepha,duo ghost wave,,Cedric Thimon,soufflé/electro assisté,,,,,,,,,,
pl,Superforma,,Jeudi 7,20h30,Les Saulnières ,,13 à 20€,c,,Matthis Pascaud et Hugh Coltman,"Blues, Jazz",,Aymeric Maini,,,,,,,,,,,
zz,,,Mardi 19,20h30,Église Saint Gilles,Arnage,"0€, résa obligatoire à l'EEA Django Reinhardt",c,,,Concert de Noël,,,,,,,,,,,,,
jlb,,,Mardi 19,20h30,La Castélorienne,Montval-sur-Loir,7 à 14 €,sv,,,Carte blanche a Renzo Mayda (jazz),,,,,,,,,,,,,
ce,,,Mercredi 13,20h30,Blue Zinc,,au chapeau,c,,Itemm Gang,Concert + Jam (cuivres+cordes),,,,,,,,,,,,,
tu,Festival La Mandibule,,Mercredi 13,hnc,Eve scène universitaire,,0 €,c,,BIG BAND DE L'UNIV.,jazz,,bloom,indie rock,,dj set,,,,,,,,
ce,,,Mercredi 20,19h30,Blue Zinc,,au chapeau,c,,,Apéro Chansons (scène ouverte),,,,,,,,,,,,,
zz,,,Mercredi 20,20h30,Salle des concerts,,0 €,sv,Chorale de Noël,Elèves du consevatoire,,,,,,,,,,,,,,
ce,,,Mercredi 6,20h,Blue Zinc,,au chapeau,c,,,Boeuf Bal Folk (concert + danse),,,,,,,,,,,,,
tu,,,Mercredi 6,20h30,Brasserie Septante Deux,,0 €,c,,Whoman,indie Pop/Bruxelles,We’ve been here before,folk/angers,,,,,,,,,,,
tu,Orga Cortex,,Mercredi 6,20h30,Le Lézard,,au chapeau,c,,Sovox,power garage/marseille,,,,,,,,,,,,,
tu,,,Mercredi 6,21h,Le Zoo,,au chapeau,c,,Jam St Co Musicos,jam session,,,,,,,,,,,,,
bl,,,Mercredi 6,15h,Scène J.LE Theule,Sablé-sur-Sarthe,8 à 13€,sv,Dans les bois,Tartine Reverdy,Chanson,,,,,,,,,,,,,
ce,,,Samedi 16,19h/21h,Blue Zinc,,au chapeau,c,,Les Mastercl'AS de Caro,,,,,,,,,,,,,,
tu,,,Samedi 16,20h30,Brasserie Septante Deux,,0 €,c,,Clap trap,tropical pop/Nantes,,,,,,,,,,,,,
jlb,,,Samedi 16,18h30,Église notre dame,Mamers,tnc,c,,,concert de Noël (orgue et trompettes),,,,,,,,,,,,,
jlb,,,Samedi 2,11h,Bar la Rotonde,Mamers,tnc,c,,,sessions irlandaises,,,,,,,,,,,,,
tu,,,Samedi 2,21h,Bistro Broc Café,Changé,au chapeau,c,,Darkside,"cover dark rock, blues, folk",,,,,,,,,,,,,
ce,Concert caritatif,,Samedi 2,21h,Blue Zinc,,au chapeau,c,,Call me Daddy,pop groove,,,,,,,,,,,,,
zz,,,Samedi 2,20h,Boire du bon,Saint-Pavace,10 €,c,,Philippe Duchemin invite le contrebassiste David Salesse,jazz,,,,,,,,,,,,,
tu,Soirée solidarité Palestine,"collecte de fond, concerts, dj sets",Samedi 2,20h30,Brasserie Septante Deux,,0 €,c,,Wuu Jia + Monsieur Saï,hip-hop,,Gio Gio + Laurent Barnier,electro,,,,,,,,,,
zz,Concert caritatif organisé par l'asso Octavius pour l'asso Tarmac,musique classique,Samedi 2,20h,Chapelle de l'Oratoire du lycée Montesquieu,,"15 à 60€, 0€ - 12 ans",c,,Duo Ad Libitum,classique,,Diana Higbee,cantatrice,,,,,,,,,,
zz,La fièvre du samedi matin n°134,,Samedi 2,11h,La Fonderie,,0 €,c,,ensemble Offrande,,,,,,,,,,,,,,
tu,16 mesures #6,rap/hip hop open mic,Samedi 2,20h30,Le Barouf,,0 €,c,,HAUSMANN ET DJ VINCE,dj set/only wax,,,,,,,,,,,,,
tu,,,Samedi 2,21h,Le Brass'vie,Jupilles,au chapeau,c,,Emmanuelle Louveau et Julien Sinaï,ch. fr.,,,,,,,,,,,,,
tu,,,Samedi 2,20h30,Le Pilier Rouge,,prix libre,c,,bad knife,Mix Electro Dark Disco ,,,,,,,,,,,,,
pl,Caritateuf 2023 / Blue Dog,𝑡𝑒𝑐ℎ𝑛𝑜 𝑎𝑙𝑙 𝑛𝑖𝑔ℎ𝑡 𝑙𝑜𝑛𝑔 - 𝑐𝑎𝑟𝑖𝑡𝑎𝑡𝑖𝑓,Samedi 2,23h00,Les Saulnières ,,8 à 15€,c,,ROÜGE + MONSIEUR NOBODY + KOSZMAR + EPHEM,Teckno,,,,,,,,,,,,,
bl,,,Samedi 2,20h30,Scène J.LE Theule,Sablé-sur-Sarthe,10 à 20€,c,,Chien noir,ch. fr. Pop trap,,September Cohen,folk selon L. Cohen,,,,,,,,,,
pl,Soirées Starter 2023,,Samedi 2,20h30,Théâtre de Chaoué,Allonnes,gratuit,c,,La Sauve,"Chanson, Folk, Rap, Hip-Hop, Rock",,Kunthea,,,The Flying Bricks,,,,,,,,
jlb,,,Samedi 23,15h,Espace Henri Salvador,Coulaines,"5,4 à 7,5 €",sv,Deux poussins égalent trois,Poussins Phoniques,concert dès 6 ans,,,,,,,,,,,,,
tu,,,Samedi 23,19h30,Le Barouf,,0 €,c,,DJ SETS,,,,,,,,,,,,,,
tu,Festival La Mandibule,,Jeudi 14,21h,Le Barouf,,0 €,c,,locomo,solar groove,,kesti & big welsh,high beat and fat riddim,,,,,,,,,,
tu,Christmas party,,Samedi 23,21h,Le Lézard,,au chapeau,c,,molto morbidi,weird pop,,trinitron,punk gaze,roboy,tape core,,SURPRISE DE NOËL,???,,,,,
zz,,,Samedi 9,20h,Boire du bon,Saint-Pavace,15 €,c,,Philippe Duchemin / Frères Le Van,jazz,,,,,,,,,,,,,
jlb,,,Samedi 9,17h30,eglise de bonnétable,Bonnétable,,c,,,Concert d'orgue à la bougie,,,,,,,,,,,,,
tu,Garage5,,Samedi 9,21h,Le Lézard,,au chapeau,c,,Pronostic vital,synthpunk engagé/rennes,,Chacmool,"Arthur Narcy, drums/electronics + Dj Urine, platine",,,,,,,,,,
jlb,Jeudi de Panurge,,Samedi 9,19h,Le Rabelais,Changé,0 €,c,,Solinca,solo folk prog,,,,,,,,,,,,,
tu,,,Samedi 9,21h,Le Zoo,,au chapeau,c,,Etienne,ch. fr.,,,,,,,,,,,,,
tu,,,Samedi 16,21h,Le Zoo,,au chapeau,c,,Les mots d'mouchoir,ch. fr.,,,,,,,,,,,,,
pl,Superforma,,Samedi 9,20h30,Les Saulnières ,,16 à 23€,c,,Laurent Bardainne et Tigre d'eau douce,quintet jazz afro soul,,Go to the dogs,jazz free rock punk,,,,,,,,,,
tu,,,Samedi 9,17h,Maison du Temps Libre,Fercé-sur-Sarthe,8 à 12 €,sv,SpeciMen,Cie le 9 dans l'oeuf,magie,,,,,,,,,,,,,
tu,,,Vendredi 1,21h,Bistro Broc Café,Changé,au chapeau,c,,Alba Haca duo,jazz latin,,,,,,,,,,,,,
ce,,,Vendredi 1,21h,Blue Zinc,,au chapeau,c,,Day of Nova,rock,,Griselise,,,,,,,,,,,
tu,,,Vendredi 1,21h30,Chez Marcelle,,0 €,c,,délit de facettes,"minimal dub techno, dark disco indie dance, slow trance",,,,,,,,,,,,,
pl,Soirées Starter 2023,,Vendredi 1,20h30,L’Alambik MJC Ronceray,,gratuit,c,,Sarella,"Rap, Hip-Hop",,Kaito de Castel,,,Lyloow,,,,,,,,
tu,Release Party,,Vendredi 1,21h,Le Barouf,,0 €,c,,LINF feat. Allebou & Susanoo ,rap,,,,,,,,,,,,,
ba,,,Vendredi 1,hnc,Le Café de la Gare,Chenu,tnc,c,Scéne ouverte Musique,,Jam session,,,,,,,,,,,,,
tu,,,Vendredi 1,20h,Le Lapin Blanc,,0 €,c,,Paul,jazz manouche,,,,,,,,,,,,,
tu,Teriaki,,Vendredi 1,20h,Le Lézard,,au chapeau,c,,Ar Ker,hard electronica,,Nicolas Cueille,électronique de chambre,,,,,,,,,,
jlb,,,Vendredi 1,20h30,Le Rabelais,Changé,6 à 10 €,c,,Ineige,Pop sombre,,,,,,,,,,,,,
tu,,,Vendredi 1,21h,Le Zoo,,au chapeau,c,,Celtic roads,mus. irlandaise,,,,,,,,,,,,,
ce,,,Vendredi 15,21h,Blue Zinc,,au chapeau,c,,Napkins,pop rock,,,,,,,,,,,,,
tu,,,Vendredi 15,21h30,Chez Marcelle,,0 €,c,,achille,"acid techno house, disco funk",,,,,,,,,,,,,
bl,,,Vendredi 15,20h30,Espace culturel L'Orée du Bois,La Chapelle-Saint-Aubin,0 €,c,,François-Xavier Dangremont,concert guitare,,,,,,,,,,,,,
zz,,,Vendredi 15,20h30,L’Éolienne,Arnage,10 à 20€,c,,Lili Cros & Thierry Chazelle,chanson,,,,,,,,,,,,,
ba,,,Vendredi 15,hnc,Le Café de la Gare,Chenu,tnc,c,Scéne ouverte Musique,,Jam session,,,,,,,,,,,,,
tu,Orga Cortex / Soirée adieu connard,,Vendredi 15,21h,Le Lézard,,au chapeau,c,,Doss,furious speak/uk,,WÖRT,spoken free/le snam,,,,,,,,,,
pl,Superforma,,Vendredi 15,20h30,Salle Jean Carmet,Allonnes,21 à 30€,c,,Julia Jean-Baptiste,"Folk, chanson, concert",,La Grande Sophie,,,,,,,,,,,
bl,,,Vendredi 15,20h30,Théâtre de la Halle-au-Blé,La Flèche,7 à 15€,c,,Pordenone,musique municipale du Mans,Cie de Gens Pluriels,,,,,,,,,,,,
tu,Dj set de Noël,,Vendredi 22,20h30,Brasserie Septante Deux,,0 €,c,,Nerlov + Praktika,,,,,,,,,,,,,,
tu,,,Vendredi 22,21h30,Chez Marcelle,,0 €,c,,bunzen,"bass music techno, house italo",,,,,,,,,,,,,
tu,Big Fiesta de Noël,Live & Dj’s,Vendredi 22,21h,Le Barouf,,0 €,c,,,,,,,,,,,,,,,,
ba,,,Vendredi 22,hnc,Le Café de la Gare,Chenu,tnc,c,Scéne ouverte Musique,,Jam session,,,,,,,,,,,,,
tu,,,Vendredi 22,20h,Le Lapin Blanc,,0 €,c,,ELI' JAZZ,jazz swing,,,Jam Session,,,,,,,,,,
tu,,,Vendredi 22,21h,Le Zoo,,au chapeau,c,,Eclipse,reprises pop rock,,,,,,,,,,,,,
tu,,,Vendredi 29,21h30,Chez Marcelle,,0 €,c,,aylo,house,,,,,,,,,,,,,
tu,,,Vendredi 29,21h,Le Zoo,,au chapeau,c,,Didi & Mat Mathis,rock blues,,,,,,,,,,,,,
ce,,,Vendredi 8,21h,Blue Zinc,,au chapeau,c,,,Scène ouverte The Beatles,,,,,,,,,,,,,
tu,,,Vendredi 8,21h30,Chez Marcelle,,0 €,c,,madd,"house tech house, disco funk",,,,,,,,,,,,,
jlb,,,Vendredi 8,20h30,Espace Ronsard,Le Lude,"7,50 à 11 €",sv,Où on va Papa?,Paul Production,spectacle musical,,,,,,,,,,,,,
zz,,,Vendredi 8,20h30,L’Éolienne,Arnage,4 à 6€,c,,Mots pour mômes,concert jeune public,,,,,,,,,,,,,
tu,Atout Brassens,,Vendredi 8,20h30,La pince à vélo,Teloché,au chapeau,c,,Renaud Wagenaar & co,reprises brassens,,,,,,,,,,,,,
tu,,,Vendredi 8,21h,Le Barouf,,0 €,c,,tuco,garage blues,,,,,,,,,,,,,
ba,,,Vendredi 8,hnc,Le Café de la Gare,Chenu,tnc,c,Scéne ouverte Musique,,Jam session,,,,,,,,,,,,,
tu,,,Vendredi 8,20h,Le Lapin Blanc,,0 €,c,,Manu K,blues,,,,,,,,,,,,,
tu,,,Vendredi 8,21h,Le Zoo,,au chapeau,c,,Azuryte,électro folk,,,,,,,,,,,,,
