"initiales","festival","style_festival","date","horaire","lieu","ville","prix","genre","spectacle1","artiste1","style1","spectacle2","artiste2","style2","spectacle3","artiste3","style3","spectacle4","artiste4","style4","lien1","lien2","lien3","lien4"
"al",,,"Mercredi 8","14h30","chapiteau promenade Newton",,"4/8 €","sv","Memm","A Barraud et R De Pressigny","cirque > 11 ans",,,,,,,,,,,,,
"jlb",,,"Mercredi 8","15h00","Espace Saugonna","Mamers","tnc","sv","J'ai dormi près d'un arbre","Manu Galure","spectacle chanté",,,,,,,,,,,,,
"tu",,,"Mercredi 8","21h","Le Zoo",,"au chapeau","c",,"Duo Gaëtan Coutable Maxime Vétillard","mus. irlandaise",,,,,,,,,,,,,
"ce",,,"Samedi 11","21h","Blue Zinc",,"au chapeau","c",,"Pouet Pouet Brass Band","cuivres & DJ set",,,,,,,,,,,,,
"al",,,"Samedi 11","20h30","chapiteau promenade Newton",,"4/8 €","sv","Memm","A Barraud et R De Pressigny","cirque > 11 ans",,,,,,,,,,,,,
"jlb",,,"Samedi 11","20h30","Espace Henri Salvador","Coulaines","19 à 28 €","sv","Ensemble ou rien","Waly Dia","Humour",,,,,,,,,,,,,
"tu",,,"Samedi 11","12h12","Jim & Jump",,"au chapeau","c",,"Rihanna","mus. trad. barbades & hula hoop",,,,,,,,,,,,,
"jlb",,,"Samedi 11","20h30","L'Oasis",,"16 à 22 €","c",,"La P'tite Fumée","World techno transe",,,,,,,,,,,,,
"jlb","Malices au pays",,"Samedi 11","16h30","La Castélorienne","Montval-sur-Loir","4 €","sv","Fables, Miniatures lyriques","Cie In Sense","Opéra",,,,,,,,,,,,,
"tu","Garage 5",,"Samedi 11","20h30","Le Lézard",,"prix libre","c",,"Descendeur (Arno Bruil) + Fusiller + Guillhem'all","indescriptible",,,,,,,,,,,,,
"jlb","Festival Diverscènes",,"Samedi 11","20h30","Les Saulnières ",,"8 à 14 €","c",,"Balaphonics feat Mary May","Aftobeat",,"Praktika & Simon Winsé","Afro Electronic",,,,,,,,,,
"BL",,,"Samedi 11","10h30","Salle Coppélia","La Flèche","4 €","sv","Merveille(s)","Cie Un Château en Espagne","théâtre d'objet",,,,,,,,,,,,,
"al",,,"Samedi 11","20h30","Théâtre de Chaoué","Allonnes","prix libre","sv","Le baptême","Cie Glossy Blood","fête contemporraine, danse, th.",,,,,,,,,,,,,
"tu",,,"Samedi 18","21h","Le Pilier Rouge",,"0 €","c",,"Petaire's mix ODBGS* sessions","from disco & funk to house music",,,,,,,,,,,,,
"zz",,,"Samedi 18","16h30","Les allumés du jazz",,"0 €","c",,"Lacca Le Basse","solo contrebasse",,,,,,,,,,,,,
"jlb",,,"Samedi 18","20h00","Théâtre Paul Scarron",,"12 à 15 €","c",,"Alex Descas & Deve Golitin","Concert poétique",,,,,,,,,,,,,
"zz",,,"Samedi 25","20h30","Bistro Broc Café","Changé","au chapeau","c",,"Block",,,,,,,,,,,,,,
"tu",,,"Samedi 25","20h","Le Lapin Blanc",,"0 €","c",,"John Maine","rock",,,,,,,,,,,,,
"jlb",,,"Samedi 25","20h30","Les Saulnières ",,"8 à 14 €","c",,"Quinteto Silbano","Tango",,,,,,,,,,,,,
"jlb",,,"Samedi 25","hnc","Salle Atlantis","Saint-Cosme-en-Vairais","tnc","sv","Baccara","Cie la cerise sur le gâteau","Spectacle clownesque",,,,,,,,,,,,,
"jlb",,,"Samedi 4","11h00","Bar la Rotonde","Mamers","tnc","sv","Sessions irlandaises","Ass Parceque","Spectacle concert danse musique",,,,,,,,,,,,,
"zz",,,"Samedi 4","20h30","Bistro Broc Café","Changé","au chapeau","c",,"Flokanic",,,,,,,,,,,,,,
"ce",,,"Samedi 4","21h","Blue Zinc",,"au chapeau","c",,"Back to 90's/00's","DJ set",,,,,,,,,,,,,
"tu",,,"Samedi 4","21h","Brasserie Septante Deux",,"prix libre","c",,"Midscale","shoegaze / Paris",,,,,,,,,,,,,
"zz","La Fièvre du samedi matin n°126",,"Samedi 4","11h00","La Fonderie",,"0 €","c",,"Ensemble Offrandes","mus. classique",,,,,,,,,,,,,
"tu",,,"Samedi 4","20h","Le Lapin Blanc",,"0 €","c",,"Paul","rock folk",,,,,,,,,,,,,
"tu",,,"Samedi 4","21h","Le Zoo",,"au chapeau","c",,"Début de bal","rock",,,,,,,,,,,,,
"al",,,"Samedi 4","10h30","Médiathèque","Champagné","0 € résa au au 02 43 50 90 91","sv","Pomelo","Cie à trois branches","lecture contée et yoga",,,,,,,,,,,,,
"tu","Théâtre de l'Acthalia",,"Samedi 4","21h","Salle des concerts",,"10/18€ Réservations: 06 10 53 38 40 - acthalia@hotmail.fr","sv","Double Jeu","Création Acthalia","théâtre",,,,,,,,,,,,,
"jlb",,,"Samedi 4","20h30","Théâtre de Chaoué","Allonnes","5 à 11 €","c",,"Mellano I Soyoc","Rock brut",,"Mona Kazu","Cold Wave",,,,,,,,,,
"jlb",,,"Samedi 4","18h30","Théâtre du Passeur",,"8 & 10 €","sv","La nuit juste avant les forêts","Cie Théâtre en actes","théâtre de texte",,,,,,,,,,,,,
"zz",,,"Vendredi 10","20h30","Bistro Broc Café","Changé","au chapeau","c",,"Patricia","folk",,,,,,,,,,,,,
"ce",,,"Vendredi 10","21h","Blue Zinc",,"au chapeau","c",,"Hunterz","rap/hip-hop",,,,,,,,,,,,,
"tu",,,"Vendredi 10","20h30","Brasserie Septante Deux",,"prix libre","c",,"Kristel + Jobene ","rock",,,,,,,,,,,,,
"al",,,"Vendredi 10","20h30","chapiteau promenade Newton",,"4/8 €","sv","Memm","A Barraud et R De Pressigny","cirque > 11 ans",,,,,,,,,,,,,
"zz",,,"Vendredi 10","hnc","L'Eolienne","Arnage","10 à 20 €","sv","Le couple nuit gravement à la santé","PM Production","comédie/humour",,,,,,,,,,,,,
"tu",,,"Vendredi 10","20h","Le Lapin Blanc",,"0 €","c",,"Du vent dans les cordes","jazz manouche",,,,,,,,,,,,,
"al",,,"Vendredi 10","18h45","Le Val’Rhonne","Moncé-en-Belin","5 €","sv","Le chant de la coccinelle","Le Théâtre du Merle Blanc","sp. musical jeune public",,,,,,,,,,,"http://www.valrhonne.org/actualites.html",,
"tu",,,"Vendredi 10","20h","Le Vaud’",,"0 €","c",,"Syl & the blues spirit","blues",,,,,,,,,,,,,
"BL",,,"Vendredi 10","20h30","Salle des fêtes","Auvers-le-Hamon","8 à 13 €","sv","La leçon de Français","de et par Pépito Matéo","théâtre conté",,,,,,,,,,,,,
"zz",,,"Vendredi 10","20h30","Salle Edith Piaf","Mulsanne","3.5 à 5 €","sv","Andromaque","Cie Théâtre en actes","théâtre de texte",,,,,,,,,,,,,
"jlb","Festival Festi'Mioches",,"Vendredi 17","18h30","L’Alambik MJC Ronceray",,"4 à 6 €","c",,"Pixmix Kids","Boum électro",,,,,,,,,,,,,
"tu",,,"Vendredi 17","20h","Le Lapin Blanc",,"0 €","c",,"Syl","blues",,,,,,,,,,,,,
"tu",,,"Vendredi 17","20h","Le Vaud’",,"0 €","c",,"Casino Square","duo guitare trompette trip-hop",,,,,,,,,,,,,
"tu",,,"Vendredi 17","21h","Le Zoo",,"au chapeau","c",,"Manu K","rock",,,,,,,,,,,,,
"ce",,,"Vendredi 24","21h","Blue Zinc",,"au chapeau","c",,"Heidi","indie/soul/pop",,,,,,,,,,,,,
"tu",,,"Vendredi 24","21h","Brasserie Septante Deux",,"prix libre","c",,"Collectif Clafoutis ","DJ set",,,,,,,,,,,,,
"tu",,,"Vendredi 24","20h","Le Lapin Blanc",,"0 €","c",,"Eli'Jazz","duo jazz swing",,"Jam Session",,,,,,,,,,,
"tu",,,"Vendredi 24","22h","Le Vaud’",,"0 €","c",,"DJ awh","dj set",,,,,,,,,,,,,
"zz",,,"Vendredi 3","20h30","Bistro Broc Café","Changé","au chapeau","c",,"John Flugu","musicien de Rita Rantino",,,,,,,,,,,,,
"ce",,,"Vendredi 3","21h","Blue Zinc",,"au chapeau","c",,"Projet Marina","électro punk",,,,,,,,,,,,,
"jlb",,,"Vendredi 3","20h00","Centre Culturel Athéna","La Ferté-Bernard","8 à 17 €","sv","Deluge","Cie Sans Gravité","Jonglage/Magie",,,,,,,,,,,,,
"jlb",,,"Vendredi 3","20h30","Espace Saugonna","Mamers","tnc","sv","Rencontres Chorégraphiques","Ballet de Lyon",,,,,,,,,,,,,,
"zz",,,"Vendredi 3","20h30","L'Eolienne","Arnage","7 à 14 €","sv","Il faut bien que jeunesse","En Cie des Barbares","théâtre documentaire",,,,,,,,,,,,,
"jlb","Malices au pays",,"Vendredi 3","10h & 14h00","La Castélorienne","Montval-sur-Loir","4 €","sv","Petit terrien entre ici et là","Cie hanoumat","Danse",,,,,,,,,,,,,
"jlb",,,"Vendredi 3","20h30","Le Rabelais","Changé","4 à 10 €","sv","Perception","Mathieu Chesneau","Mentaliste",,,,,,,,,,,,,
"BL",,,"Vendredi 3","19h","Salle Coppélia","La Flèche","4 €","c",,"La légende de Tsolmon","Gobi Rhapsodie",,,,,,,,,,,,,
"jlb",,,"Vendredi 3","20h30","Théâtre du Passeur",,"8 & 10 €","sv","La nuit juste avant les forêts","Cie Théâtre en actes","théâtre de texte",,,,,,,,,,,,,
"tu",,,"Mercredi 1","22h","Chez Marcelle",,"0 €","c",,"Nexo Production","techno",,,,,,,,,,,,,
"tu",,,"Vendredi 24","20h30","Le Lézard",,"0 €","c",,"gros enfant mort","screamo / Poitiers",,"guest",,,,,,,,,,,
"tu",,,"Vendredi 10","22h","Chez Marcelle",,"0 €","c",,"DMT","dj set disco funk",,,,,,,,,,,,,
"tu",,,"Vendredi 24","22h","Chez Marcelle",,"0 €","c",,"Borgia","dj set house 90 garage deep",,,,,,,,,,,,,
"tu",,,"Dimanche 5","16h","La Bulle","Arnage","0 €","c",,"Sibé Fadjo","afro blues",,,,,,,,,,,,,
"tu",,,"Jeudi 9","21h","Le Barouf",,"0 €","c",,"Kofi","rap prog",,"Pico","dj set disco funk",,,,,,,,,,
"tu",,,"Vendredi 10","21h","Le Barouf",,"0 €","c",,"BLOSSOM THEORY Sessions #1 Feat. YVE & B.Fresh ","hip-hop ,Drill, dancehall,Afrobeat",,,,,,,,,,,,,
"tu",,,"Jeudi 16","21h","Le Barouf",,"0 €","c",,"Aune","techno-pop",,,,,,,,,,,,,
"tu",,,"Vendredi 17","21h","Le Barouf",,"0 €","c",,"OBLIK Crew (radio alpa)","dj sets from Ambient to Drum’n’Bass",,,,,,,,,,,,,
"tu",,,"Samedi 25","21h","Le Barouf",,"0 €","c",,"ONLY WAX #33 feat. Dj MOAR","hip hop Funk breakbeats",,,,,,,,,,,,,
"al",,,"Mercredi 1","19h","L'Espal",,"14 €","sv","Reverse","Cie BurnOut","danse","Wo-Man","Amala Dianor","danse",,,,,,,,,,
"al",,,"Jeudi 2","20h","Les Quinconces",,"14 €","sv","Le lench","Eva Doumbia","théâtre",,,,,,,,,,,,,
"al",,,"Jeudi 9","20h","Les Quinconces",,"6/14€","sv","Chamonix","Cie 26 000 couverts","comédie musicale",,,,,,,,,,,,,
"al",,,"Vendredi 10","20h","Les Quinconces",,"6/14€","sv","Chamonix","Cie 26 000 couverts","comédie musicale",,,,,,,,,,,,,
"al",,,"Mercredi 8","10h-18h","Mur plein champ Tessé",,"0 €","sv",,"Olivia De Bona","performance artistique",,,,,,,,,,,,,
"al",,,"Vendredi 10","18h30","Espace bis 18 rue St Martin",,"0 €","sv","Le rond point des notes en bulles",,"rencontre, débat avec musiciens et dessinateurs sur les relations entre BD et musique",,,,,,,,,,,,,
"tu",,,"Mardi 14","20h","Les Cinéastes",,"4 à 9 €","sv","La (très) grande évasion","Yannick Kergoat","Ciné-débat",,,,,,,,,,,,,
"tu",,,"Lundi 13","18h","Les Cinéastes",,"4 à 9 €","sv","Noir et blanc","Claire Devers","Ciné-rencontre",,,,,,,,,,,,,
"tu",,,"Samedi 4","20h","Les Cinéastes",,"4 à 9 €","sv","À demain mon amour","Basile Carré-Agostini","Ciné-échange avec Monique Pinçon-Charlot",,,,,,,,,,,,,
