initiales,festival,style_festival,date,horaire,lieu,ville,prix,genre,spectacle1,artiste1,style1,spectacle2,artiste2,style2,spectacle3,artiste3,style3,spectacle4,artiste4,style4,lien1,lien2,lien3,lien4
BL,15ème édition Festival de théâtre amateur,,Dimanche 1,11h30 à 16h30,Espace Scélia,Sargé-lès-le-Mans,gratuit,sv,,,théâtre,,,,,,,,,,,,,
tu,Bande passante,,Vendredi 20,20h,Blue Zinc,,au chapeau,c,,BRITNEY’S TEARS + MIMI SONG + HOTEL BARY,dj sets/before BLUE 3310,,,,,,,,,,,,,
tu,Blue Dog,,Vendredi 20,23h,Club La Suite 72,,8/10€,c,,soirée blue 3310,dj sets,,,,,,,,,,,,,
jlb,Carte blanche à Irie Ites,,Samedi 14,20h30,L’Alambik MJC Ronceray,,6 à 11€,c,,LINVAL THOMPSON + GEORGE PALMER + IRIE ITES,reggae dub,,,,,,,,,,,,,
tu,Circuits #12 par collecti 3h10,Feu ! Transe Loisirs spécial Halloween !,Mardi 31,20h30,Brasserie Septante Deux,,prix libre,c,,Collectif 3h10,jazz,,,,,,,,,,,,,
zz,Faites Lire !,,Jeudi 5,20h,Les Quinconces - grand théâtre,,17 à 35€,sv,Le consentement,"Vanessa Springora, Ludivine Sagnier, Clémentine Goldszal",théâtre musical,,,,,,,,,,,,,
tu,Faites Lire !,,Mercredi 4,20h30,Théâtre Paul Scarron,,0€,sv,Le Pur et l'Impur,Eclosion Quintet,poésie & musique improvisée,,,,,,,,,,,,,
jlb,Festival Folkiri,,Samedi 7,20h30,Les Saulnières ,,9 à 14€,c,,"Arbadetorne, Central Bal & Viorel",Bal Folk,,,,,,,,,,,,,
jlb,Festival Folkiri,,Jeudi 5,20h30,Les Saulnières ,,14 à 19€,c,,David Munelly,mus. Irlandaise,,Mes souliers sont rouges,folk,,,,,,,,,,
jlb,Festival Folkiri,,Vendredi 6,20h30,Les Saulnières ,,9 à 14€,c,,"Eris, La Bachule & Initium ",Bal Folk,,,,,,,,,,,,,
tu,Garage 5,,Dimanche 1,17h30,Le Pilier Rouge,,prix libre,c,,Fiesta en el vacio,flamenco électronics,,,,,,,,,,,,,
tu,Grand Maximum: La Trilogie,,Samedi 14,20h30,Les Saulnières ,,8 à 12€,sv,Puisqu’on a toujours fait comme ça,Collectif Grand Maximum,th. humour,,,,,,,,,,,,,
tu,Grand Maximum: La Trilogie,,Vendredi 13,20h30,Les Saulnières ,,8 à 12€,sv,Puisqu’on a toujours fait comme ça,Collectif Grand Maximum,th. humour,,,,,,,,,,,,,
tu,La fièvre du samedi matin,,Samedi 7,11h,La Fonderie,,0€,sv,Invitation à l’Ensemble Ptyx,Ensembles Offrandes,musique classique,,,,,,,,,,,,,
tu,La Fourche à Tigre,,Samedi 21,21h30,Le Barouf,,prix libre,c,,Knives,post-punk/Bristol,,Basic shapes,post-punk/montreuil,,,,,,,,,,
ce,Orga Cooking Chaos,,Jeudi 19,21h ,Blue Zinc,,au chapeau,c,,Prince Harveyv+ OONAGH HAINES + flash de Solange Vnr Ttt,rap,,,,,,,,,,,,,
tu,Orga Cortex,,Samedi 14,21h,Le Lézard,,au chapeau,c,,dim imagery,post-punk/leeds,,,,,,,,,,,,,
zz,Ouverture de saison,,Vendredi 6,18h30,Le Rabelais,Changé,,c,,Mouv'N'Bass,fanfare,,,,,,,,,,,,,
jlb,Superforma,,Mercredi 18,20h30,L’Oasis,,17 à 22€,c,,Ko Ko Mo,rock,,,,,,,,,,,,,
jlb,Superforma,,Vendredi 6,20h,L’Oasis,,21 à 26€,c,,Mounika,électro,,Fakear,électro,,,,,,,,,,
jlb,Superforma,,Vendredi 13,20h,L’Oasis,,Complet,c,,Robin,alt pop,,47ter,rap/hip-hop,,,,,,,,,,
jlb,Superforma,,Jeudi 5,20h30,L’Oasis,,32€,c,,Yanns,pop urbaine,,,,,,,,,,,,,
jlb,Superforma,,Jeudi 19,20h30,Les Saulnières ,,16 à 21€,c,,Edouard Bielle,Vatiété post Yéyé,,JOHAN PAPACONSTANTINO,rebetiko pop,,,,,,,,,,
jlb,Superforma,,Mercredi 25,15h,Les Saulnières ,,4 à 6€,c,,New Kidz,rock/enfants,,,,,,,,,,,,,
jlb,Superforma,,Vendredi 20,20h30,Théâtre de Chaoué,Allonnes,6 à 13€,c,,Cavalier Montanari,Folk pop,,Grand Blanc,Folk Pop,,,,,,,,,,
jlb,Superforma,,Samedi 14,20h30,Théâtre de Chaoué,Allonnes,6 à 13€,c,,Mossai Mossai,rock,,Peter Kern,Punk,,,,,,,,,,
jlb,Superforma,,Samedi 7,18h,Théâtre de Chaoué,Allonnes,gratuit s/ inscription,c,,Teenage Bed,folk/pop grunge,,Solinca,drone rock folk,,,,,,,,,,
ce,,,Mercredi 18,20h ,Blue Zinc,,au chapeau,c,,,Scène ouverte,,,,,,,,,,,,,
tu,Th. de l'Acthalia,,Dimanche 8,16h,Le Français,,10/18€ Réservations: 06 10 53 38 40 - acthalia@hotmail.fr,sv,Toc Toc,création Cie Acthalia,th. humour,,,,,,,,,,,,,
tu,Th. de l'Acthalia,,Jeudi 5,20h30,Le Français,,10/18€ Réservations: 06 10 53 38 40 - acthalia@hotmail.fr,sv,Toc Toc,création Cie Acthalia,th. humour,,,,,,,,,,,,,
tu,Th. de l'Acthalia,,Samedi 7,20h30,Le Français,,10/18€ Réservations: 06 10 53 38 40 - acthalia@hotmail.fr,sv,Toc Toc,création Cie Acthalia,th. humour,,,,,,,,,,,,,
tu,Th. de l'Acthalia,,Vendredi 6,20h30,Le Français,,10/18€ Réservations: 06 10 53 38 40 - acthalia@hotmail.fr,sv,Toc Toc,création Cie Acthalia,th. humour,,,,,,,,,,,,,
tu,,,Samedi 7,20h30,Bar des sports,Vaas,au chapeau,c,,Guyom Touseul,ch.,,,,,,,,,,,,,
ce,,,Mercredi 11,20h ,Blue Zinc,,au chapeau,c,,2'Two & Friends,jazz + jam,,,,,,,,,,,,,
ce,,,Jeudi 26,20h,Blue Zinc,,au chapeau,c,,Atout Brassens,conc.hommage,,,,,,,,,,,,,
ce,,,Mercredi 25,20h ,Blue Zinc,,au chapeau,c,,Charlène Epinal,Harpe celtique,,,,,,,,,,,,,
CE,,,Jeudi 5,21h,Blue Zinc,,au chapeau,c,,Collectif Racyne,DJ set électro,,,Mus. irl. acoustique,,,,,,,,,,
ce,,,Samedi 14,21h ,Blue Zinc,,au chapeau,c,,Dame de Caro,pop + karaoke,,,,,,,,,,,,,
ce,,,Samedi 14,19h ,Blue Zinc,,7€,sv,La vie est belle,Jason Rayer,One man show,,,,,,,,,,,,,
ce,,,Vendredi 13,21h ,Blue Zinc,,au chapeau,c,,KNAILLE b2b LIZEE,Dj set électro,,,,,,,,,,,,,
ce,,,Jeudi 12,21h ,Blue Zinc,,au chapeau,sv,,Le Set Comedy,humour,,,,,,,,,,,,,
ce,,,Vendredi 6,21h,Blue Zinc,,au chapeau,c,,Middle Child,Indie rock,,,,,,,,,,,,,
ce,,,Samedi 28,21h ,Blue Zinc,,au chapeau,c,,Olivia Deschamps,ch. fr.,,,,,,,,,,,,,
ce,,,Samedi 7,21h,Blue Zinc,,au chapeau,c,,Selector Delight,Dj set funk soul reggae,,,,,,,,,,,,,
ce,,,Vendredi 27,21h ,Blue Zinc,,au chapeau,c,,Stolen,pop rock,,,,,,,,,,,,,
CE,,,Mercredi 4,20h ,Blue Zinc,,au chapeau,c,,,Boeuf Bal Folk,,,,,,,,,,,,,
tu,,,Jeudi 5,20h30,Brasserie Septante Deux,,prix libre,c,,Edgar deception,indie pop/bordeaux,,,,,,,,,,,,,
tu,,,Mercredi 11,20h30,Brasserie Septante Deux,,prix libre,c,,Milk TV,post punk/bruxelles,,June Moan,indie pop/bruxelles,,,,,,,,,,
tu,,,Vendredi 27,20h30,Brasserie Septante Deux,,prix libre,c,,Still + Dewey,indie rock/le mans,,,,,,,,,,,,,
jlb,,,Vendredi 20,20h,Centre Culturel Athéna,Montval-sur-Loir,8 à 17€,c,,Barcella,Slam,,,,,,,,,,,,,
jlb,,,Samedi 14,18h,Centre Culturel Athéna,Montval-sur-Loir,8 à 17€,sv,L'augmentation,Cie Anne-laure Liégeois,,,,,,,,,,,,,,
tu,,,Vendredi 20,21h30,Chez Marcelle,,0€,c,,animal sound system,house acid techno,,,,,,,,,,,,,
tu,,,Vendredi 13,21h30,Chez Marcelle,,0€,c,,Madd Music,house disco funk tech house,,,,,,,,,,,,,
tu,,,Vendredi 27,21h30,Chez Marcelle,,0€,c,,aylo,disco funk house,,,,,,,,,,,,,
tu,,,Vendredi 6,21h30,Chez Marcelle,,0€,c,,phsm,disco funk house,,,,,,,,,,,,,
at,,,Samedi 14,18h30,Cirque Mimulus,Fresnay-sur-Sarthe,5 à 8€,sv,Boby Potom Show,Cie Mimulus,jonglerie interactive,,,,,,,,,,,,,
zz,,,Vendredi 13,18h30,Cité du cirque,,0€,sv,sortie de résidence,collectif curieux,cirque,,,,,,,,,,,,,
jlb,,,Vendredi 27,21h,Comédie Le Mans,,28€,sv,,Alexis Tramoni,One Man Show,,,,,,,,,,,,,
jlb,,,Lundi 2,21h,Comédie Le Mans,,33€,sv,,Ary Abittan,Stand Up,,,,,,,,,,,,,
jlb,,,Mardi 3,21h,Comédie Le Mans,,33€,sv,,Ary Abittan,Stand Up,,,,,,,,,,,,,
jlb,,,Samedi 21,21h,Comédie Le Mans,,25€,sv,Singulière,Charlotte Boisselier,One Woman Show,,,,,,,,,,,,,
jlb,,,Dimanche 22,21h,Comédie Le Mans,,27€,sv,,Gil & Ben,Humour,,,,,,,,,,,,,
jlb,,,Samedi 28,21h,Comédie Le Mans,,25€,sv,Fallait être là,Kévin Razy,Humour,,,,,,,,,,,,,
jlb,,,Jeudi 19,21h,Comédie Le Mans,,25€,sv,Bientôt quelque part,Laurie Peret ,complet,,,,,,,,,,,,,
jlb,,,Mercredi 18,21h,Comédie Le Mans,,25€,sv,Bientôt quelque part,Laurie Peret ,complet,,,,,,,,,,,,,
jlb,,,Samedi 7,21h,Comédie Le Mans,,28€,sv,,Max Boublil,complet,,,,,,,,,,,,,
jlb,,,Vendredi 6,21h,Comédie Le Mans,,28€,sv,,Max Boublil,complet,,,,,,,,,,,,,
jlb,,,Samedi 14,21h,Comédie Le Mans,,25€,sv,Nickel,Mélodie Fontaie,One Woman Show,,,,,,,,,,,,,
jlb,,,Vendredi 20,21h,Comédie Le Mans,,28€,sv,Conversations,Olivia Moore,One Woman Show,,,,,,,,,,,,,
