"initiales","festival","style_festival","date","horaire","lieu","ville","prix","genre","spectacle1","artiste1","style1","spectacle2","artiste2","style2","spectacle3","artiste3","style3","spectacle4","artiste4","style4","lien1","lien2","lien3","lien4"
"tu","ET HOP ! La grande fête d'ouverture du Chapiteau",,"Dimanche 13","11h","La Cité du Cirque",,"0 €","sv","Dialogue","cie ISI","cirque",,,,,,,,,,,,,
"tu","ET HOP ! La grande fête d'ouverture du Chapiteau",,"Dimanche 13","11h30 et 14h","Le Chapiteau",,"0 €","sv","Moon","cie Barks","cirque",,,,,,,,,,,,,
"tu","ET HOP ! La grande fête d'ouverture du Chapiteau",,"Dimanche 13","16h30","Le Chapiteau",,"0 €","sv","Du coq à l'âme","Ésacto'Lido 2019-2022","cirque",,,,,,,,,,,,,
"tu",,,"Dimanche 20","11h","Le Val’Rhonne","Moncé-en-Belin","5 €","sv","Atelier Beatbox","Cie Lez'Arts Vers",,,,,,,,,,,,,,
"tu","ET HOP ! La grande fête d'ouverture du Chapiteau",,"Dimanche 20","11h et 14h","La Cité du Cirque",,"0 €","sv","Peau d'Âme","Camille Judic","cirque aérien",,,,,,,,,,,,,
"JLB",,,"Dimanche 20","15h","espace du Narais","Saint-Mars-la-Brière","8 à 10€","c","Java de toi","compagnie triple buse","Chansons françaises revisitées",,,,,,,,,,,,,
"tu",,,"Dimanche 20","15h","L’Alambik MJC Ronceray",,"au chapeau","sv","Tournoi d'improvisation theatrale",,,,,,,,,,,,,,,
"JLB",,,"Dimanche 20","17h","Théâtre du Passeur",,"8 à10€","sv","Epipurien","compagnie la quincaillerie","théâtre clown",,,,,,,,,,,,,
"tu",,,"Dimanche 20","17h","Le Val’Rhonne","Moncé-en-Belin","5 €","sv","Chloé et le Poum Poum Tchac","Cie Lez'Arts Vers","concert-spectalce > 6a",,,,,,,,,,,,,
"ce",,,"Dimanche 20","18h ","Blue Zinc",,"tnc","c",,"Carrémans swing","Danse & concert",,,,,,,,,,,,,
"at","Les rendez-vous contes",,"Dimanche 27","16h30","Le Courmesnil","Loué","0€ Réservation : 02.43.39.99.99 ou mediatheque-loue@cc-lbn.fr","sv","Contes du monde","Rozenn Bodin ","contes dès 4 ans",,,,,,,,,,,,,
"tu",,,"Dimanche 6","10h","L’Alambik MJC Ronceray",,"2.50€","sv","PIRO PIRO","De Sung ah Min","ciné-concert dès 3 ans",,,,,,,,,,,,,
"at",,,"Dimanche 6","10h et 13h30","Théâtre de Chaoué","Allonnes","40€ réservation 02 43 80 40 08 ou reservation@theatredechaoue.fr","sv","Atelier slam et musique électronique",,"avec HDW et Aune",,,,,,,,,,,,,
"tu",,,"Dimanche 6","15h","Comédie Le Mans",,"15 €","sv","Les glandeurs nature","Migeon & Bounoura","hum.",,,,,,,,,,,,,
"at",,,"Dimanche 6","16h30","Eglise","Montval-sur-Loir","au chapeau","sv","Vivaldi-Tsigane, Variations autour des 4 Saisons","Quatuor Accordo","mus. clas.",,,,,,,,,,,,,
"zz",,,"Jeudi 10","19h","La Fonderie",,"5 €","sv","Par Autan","Théatre du Radeau",,"Chemin de fer","Les Endimanchés",,,,,,,,,,,
"ce",,,"Jeudi 10","19h30","Blue Zinc",,"au chapeau","c",,"Paul & Did","Pop/rock/folk","Le Set Comedy",,"hum.",,,"mus. irlandaise",,,,,,,
"tu",,,"Jeudi 10","20h","Le Pilier Rouge",,"au chapeau","c",,"Organic Song","trio jazz/soul/pop",,,,,,,,,,,,,
"tu",,,"Jeudi 10","20h30","Le Barouf",,"0 €","c",,"Loman","electro atmosphérique",,"Lizärd Hendwin","guitare ambiant",,,,,,,,,,
"JLB",,,"Jeudi 10","20h30","Théâtre de la Bertoche",,"tnc","sv","Etat Sauvage",,"Théâtre",,,,,,,,,,,,,
"tu",,,"Jeudi 10","21h","Le Zoo",,"au chapeau","c",,"Azuryte","folk/pop",,,,,,,,,,,,,
"tu","ET HOP ! La grande fête d'ouverture du Chapiteau",,"Jeudi 10","22h","Camion-Théâtre promenade Newton",,"4 à 8€","sv","Le Paradoxe de Georges","Yann Frisch / cie L'Absente","cartomagie",,,,,,,,,,,,,
"ce",,,"Jeudi 17","20h","Blue Zinc",,"au chapeau","c",,"Dolly & the Beast","Blues/jazz/pop",,,,,,,,,,,,,
"JLB",,,"Jeudi 17","20h","Centre Culturel Athéna","La Ferté-Bernard","8 à 17€","sv","Iliade","compagnie a tire d'aile","Théâtre",,,,,,,,,,,,,
"JLB",,,"Jeudi 17","20h30","Eve scène universitaire",,"4 à 10€","sv","No MAN's land","compagnie Daruma","danse",,,,,,,,,,,,,
"JLB","Superforma",,"Jeudi 17","20h30","Salle Jean Carmet",,"5 à 11 €","sv","Les Algues Vertes","Mnemotechnic & Poing","BD concert",,,,,,,,,,,,,
"JLB",,,"Jeudi 17","20h30","La Castélorienne","Montval-sur-Loir","soirée aboonés","sv","carte blanche a ADA BONORA",,"chant lecture poésie...",,,,,,,,,,,,,
"JLB",,,"Jeudi 17","20h30","Théâtre de la Bertoche",,"tnc","sv","Etat Sauvage",,"Théâtre",,,,,,,,,,,,,
"BL",,,"Jeudi 17","20h30","Espace Madeleine Marie","Sablé-sur-Sarthe","8 à 13€","sv","Hakanaï","Cie Adrien M & Claire B","Arts numériques & danse",,,,,,,,,,,,,
"tu",,,"Jeudi 17","21h","Salle des concerts",,"15 €","c",,"TCHAVOLO SCHMITT","jazz manouche",,,,,,,,,,,,,
"tu",,,"Jeudi 17","21h","Le Zoo",,"au chapeau","c",,"Thaddei","piano violon voix",,,,,,,,,,,,,
"ce",,,"Jeudi 24","20h","Blue Zinc",,"au chapeau","c",,"Night Fuss","funk psychédélique",,,"mus.irlandaise",,,,,,,,,,
"JLB",,,"Jeudi 24","20h","Centre Culturel Athéna","La Ferté-Bernard","8 à 17€","sv","Un Misanthrope","compagnie les assoiffés","Théâtre",,,,,,,,,,,,,
"tu",,,"Jeudi 24","20h","Le Pilier Rouge",,"au chapeau","c",,"Trio Hendrix Coffee","rock/blues",,,,,,,,,,,,,
"JLB","Superforma",,"Jeudi 24","20h30","Théâtre de Chaoué",,"5 à 11 €","c",,"Lonny","folk",,"SUPERBRAVO","pop",,,,,,,,,,
"tu",,,"Jeudi 24","20h30","Brasserie Septante Deux",,"prix libre","c",,"4# TÖLE Laboratoire poétique","musique/poésie/danse",,,,,,,,,,,,,
"BL",,,"Jeudi 24","20h30","Salle Coppélia","La Flèche","7 à 15€","sv","En Pleine France","Cie El Ajouad","théâtre",,,,,,,,,,,,,
"tu",,,"Jeudi 24","21h","Comédie Le Mans",,"22 €","sv","Matin Chantant","Chicandier","hum.",,,,,,,,,,,,,
"tu","Moth Frequency & Garage 5",,"Jeudi 3","20h","Le Lézard",,"prix libre","c",,"Lionel Fernandez","free noise/Sister ",,"Firmaet Forkvosen","duo expé",,,,,,,,,,
"ce",,,"Jeudi 3","20h","Blue Zinc",,"au chapeau","c",,"Belvoir",,,,,,,,,,,,,,
"tu","Festival BEBOP",,"Jeudi 3","20h","Espace Athena","La Ferté-Bernard","18 €","c",,"Delgres","Blues",,"Heidi","pop/folk",,,,,,,,,,
"JLB",,,"Jeudi 3","20h","Centre Culturel Athéna","La Ferté-Bernard","8 à 17€","c",,"HEIDI","pop/folk",,"DELGRES","rock/folk/caraïbes",,,,,,,,,,
"JLB","Superforma/Festival BEBOP",,"Jeudi 3","20h30","Salle Jean Carmet",,"17 €","c",,"""MADEMOISELLE"" (S. Saidi, R. Burger, M. Haddab)","blues oriental",,"AUNE","Electro",,,,,,,,,,
"tu","Festival BEBOP",,"Jeudi 3","20h30","Salle Coppélia","La Flèche","16 €","c",,"Pierre de Maere","pop",,"San Carol","pop",,,,,,,,,,
"tu",,,"Jeudi 3","20h30","Comédie Le Mans",,"15 €","sv","Les glandeurs nature","Migeon & Bounoura","hum.",,,,,,,,,,,,,
"zz",,,"Lundi 28","18h","Théâtre Paul Scarron",,"entrée libre sur résa au 02 43 47 36 54","sv","La fontaine érotique","Cie Les Gens plurielles","théâtre",,,,,,,,,,,,,
"zz",,,"Lundi 7","20h30","La Fonderie",,"5 €","sv","Par Autan","Théatre du Radeau",,,,,,,,,,,,,,
"tu",,,"Mardi 1","20h30","Comédie Le Mans",,"15 €","sv","Les glandeurs nature","Migeon & Bounoura","hum.",,,,,,,,,,,,,
"JLB","Superforma",,"Mardi 15","18h30","Les Saulnières ",,"5 à 10 €","c",,"Dans la Jungle","concert dessiné",,,,,,,,,,,,,
"tu",,,"Mardi 15","19h30","Salle Jean Carmet",,"2.50 à 6€","sv","Diego & Moi","Cie Cronopios","th. concert > 7ans",,,,,,,,,,,,,
"ce",,,"Mardi 15","20h","Blue Zinc",,"0 €","c",,"Open live","Scène ouverte",,,,,,,,,,,,,
"tu",,,"Mardi 15","20h30","Brasserie Septante Deux",,"prix libre","c",,"""Out of a box"" Paul Rodgers & Dave Golitin","jazz contemporain",,,,,,,,,,,,,
"BL",,,"Mardi 22","18h30","Espace Scélia","Sargé-lès-le-Mans","5 à 7€","sv","Petites traces","Cie NoMoRPa","jeune public",,,,,,,,,,,,,
"ce",,,"Mardi 22","20h","Blue Zinc",,"au chapeau","c",,"Zuper trio","jazz ",,,,,,,,,,,,,
"tu",,,"Mardi 22","21h","Le Lézard",,"0 €","c",,"Epiq","afro/rock",,"Luis Francisco Arena","inidie folk/Tours",,,,,,,,,,
"BL",,,"Mardi 29","20h30","Salle Coppélia","La Flèche","7 à 15€","sv","Mule","Collectif à sens unique","cirque",,,,,,,,,,,,,
"JLB",,,"Mardi 29","9h30","La Castélorienne","Montval-sur-Loir","4 €","sv","Nid Haut, Nid Bas, ONIHLIBA",,"dans parcours sensoriel immersif pour très jeune public",,,,,,,,,,,,,
"zz",,,"Mardi 8","15h30","La Fonderie",,"5 €","sv","Par Autan","Théatre du Radeau",,,,,,,,,,,,,,
"ce",,,"Mardi 8","19h","Blue Zinc",,"au chapeau","c",,"Troisième Dessous","rock",,,,,,,,,,,,,
"JLB",,,"Mardi 8","20h30","La Castélorienne","Montval-sur-Loir","12 à 26€","c",,"Le pianiste aux 50 doigts",,,,,,,,,,,,,,
"BL",,,"Mardi 8","20h30","Théâtre de la Halle-au-Blé","La Flèche","7 à 15€","sv","La leçon de Français","Pépito Matéo","conte/récit",,,,,,,,,,,,,
"BL",,,"Mardi 8","20H30","L’Entracte","Sablé-sur-Sarthe","9 à 16€","sv","Le bonheur des Uns","Th,du Fracas","Théâtre",,,,,,,,,,,,,
"ce",,,"Mercredi 16","21h","Blue Zinc",,"au chapeau","c",,"Luc Harlot",,,,,,,,,,,,,,
"at","Les rendez-vous contes",,"Mercredi 2","10h","Le Courmesnil","Loué","0€ Réservation OBLIGATOIRE : 02.43.39.99.99 ou mediatheque-loue@cc-lbn.fr","sv","Contes petite enfance","Yannick Lefeuvre","contes 0-3 ans",,,,,,,,,,,,,
"zz",,,"Mercredi 2","15h","Théâtre Paul Scarron",,,"sv","Avec un grand F","Cie Les Gamettes","théatre jeune public & famille",,,,,,,,,,,,,
"zz",,,"Mercredi 2","15h30","Théâtre Paul Scarron",,"entrée libre sur résa au 02 43 47 36 52","sv","Avec un granf F","Cie Les Gamettes","théâtre",,,,,,,,,,,,,
"ce",,,"Mercredi 2","20h ","Blue Zinc",,"0 €","c",,"Boeuf Bal Folk","Danse & concert",,,,,,,,,,,,,
"tu","Festival BEBOP",,"Mercredi 2","20h30","Palais des Congrès",,"4 à 8.5€","c",,"Fatoumata Diawara","Folk Wassoulou",,"JASON MIST","Blues Soul",,,,,,,,,,
"tu",,,"Mercredi 2","20h30","Brasserie Septante Deux",,"prix libre","c",,"La houle","noise pop",,,,,,,,,,,,,
